participant_id,Gender_Code,Work_Schedule_Code,Age_range_Code,Household_type_code,Life_satisfaction,Isolation_score,Social_support_score,food_security_score,Housing_tenure_group_code,fuel-security_score,Income_Code,Lad_code_code,msoa_code_code,imd_decile,green_space_pct,park_distance_m,crime_rate_per_1000
00gvwjs3zlb9n56m00gvwjsfsi8rudjr,1,3,6,5,7,0,2,0,5,0,5,9000006,2000161,10,95.6,422.6251898,69.34413948
06v962ynunndap6a1ek506v962oodi3o,1,9,6,5,10,0,1,0,4,0,5,9000003,2000030,10,91.1,756.3947619,71.52628694
0gtv1cdvm80rhvieb0gtv1cdsf8vw9wa,1,2,3,5,7,2,2,0,6,1,5,9000017,2006796,6,87.7,571.2292251,77.02625332
0ihjy8ot1bbbdyfmyp0ihjzifhakhb7d,2,3,6,5,9,0,2,0,4,0,5,9000032,2000938,4,52,380.0074949,75.01260027
0jxxtnalzh66080jxgtk5qcbn142fecx,1,9,8,5,7,2,2,0,5,0,4,9000006,2000135,2,77.6,281.0933161,69.34413948
0lepedkvkdi32o7rt2710lepedkzi6m3,1,9,4,5,7,1,1,0,2,0,5,9000011,2006929,2,75.6,466.4038466,96.79696038
0noa2tu7dwqnfabe5ff4g30noa2sdd20,1,3,4,5,8,2,2,0,2,0,5,9000022,2000640,9,88,238.8750429,107.0192611
0s8lm3cr9psz1su22vn0s8lm3c9nzkmv,1,9,6,5,8,1,2,0,5,0,4,9000003,2000029,4,79.3,434.1895906,71.52628694
0usbv9ugkxs78gj4qnis0usbv93nplv3,1,2,5,5,8,1,2,0,5,0,5,9000031,2000909,6,85.3,463.04609,82.92437534
0x9asgax9uwmstt2ja0x9asgazey2dac,1,9,5,5,10,0,2,0,3,1,1,9000029,2000844,6,95.4,227.9297297,64.10579525
0xqt5acwmjnha2wvva0xqt59bfov01v0,2,2,6,5,7,2,2,0,5,0,0,9000017,2000498,6,94.2,259.3415528,77.02625332
10i2pzq8brd4ktrn4c3nb810i2pzhv7l,1,2,7,5,7,1,2,0,5,0,3,9000003,2000052,4,73.3,782.5918817,71.52628694
13cl4lwx0jynh0qa6p013clwran5p6ac,1,2,5,5,8,1,2,0,2,0,4,9000032,2000949,8,81.9,402.637321,75.01260027
15ur7s5rinennj15ur7zvsp6emfq535b,1,2,5,5,7,2,2,0,5,0,5,9000029,2006836,10,93.8,661.5517966,64.10579525
18w7aw90i4heg44h7cq18w7aw9008nyk,1,2,5,5,6,1,2,0,5,0,5,9000031,2000918,3,73.8,258.6382155,82.92437534
1aqzqj7wu031yqw2fmq11aqzg0xjte6i,1,2,6,5,5,2,2,0,5,0,5,9000008,2000210,7,91.7,315.5258907,87.80214462
1fn0qqc68p4mmfq2yhpve1fn0qqlj93t,1,3,7,5,7,2,2,0,5,0,5,9000014,2000420,2,77.3,278.9395101,110.3108459
1fw41700nh7bs9fplyfd0j1fw41700qn,1,2,5,5,6,2,1,0,5,0,5,9000032,2000942,8,91.6,475.5271172,75.01260027
1pbq1venntl05dnwxu1pbq1venntflfn,0,3,4,5,10,1,2,0,0,0,0,9000011,2000331,6,87.2,186.6749724,96.79696038
1pwub5k7iokg4ygl00l1pwwii9dcj307,1,2,4,5,6,2,2,0,5,2,5,9000011,2000316,3,50.1,211.6155909,96.79696038
1s68iu9kbzdzyko1s5j4wijeve7kym7b,1,3,5,5,6,2,1,0,5,0,5,9000024,2000696,6,89.5,243.8631174,64.7356604
1vesrcexs7998kfp1ve1apa6iurmfuhs,2,2,5,5,7,0,2,0,4,0,5,9000003,2000055,7,63.9,337.5618841,71.52628694
1z3qm0ftp690hxj3lfb21z3qm3x5id70,1,3,6,5,6,2,2,0,4,1,1,9000030,2000875,2,78.8,154.3225881,106.554188
20v96zv232440ue07o9hry11x20v96zv,1,2,5,5,10,0,2,0,2,0,4,9000008,2000195,7,91.3,432.1362784,87.80214462
2bgfwd6p0h9l3kxi52bgfwdtbdt6ncem,1,6,5,5,10,0,2,0,3,0,3,9000020,2000590,8,81.7,465.5183719,144.3589814
2c2p0dzh1ux7zpmjtrl2c2hvbpzkbzwa,1,2,8,5,8,0,2,0,4,0,5,9000024,2000703,10,94.7,232.5991209,64.7356604
2fglhvbg24947tjx2fgy9kps4go26dks,1,2,5,5,9,0,2,0,5,0,5,9000019,2000571,2,78.5,258.8066748,127.4397297
2gwu945e2r0iv32gwa30sb6yekhvbmog,1,2,6,5,9,0,1,0,5,0,0,9000005,2000095,7,81.7,349.6899188,89.33622132
2hzr86cszg0bpcohle22hzr88t7ppaym,1,2,5,5,8,1,2,0,5,0,5,9000024,2000699,10,96.1,578.1108645,64.7356604
2mps850yq9nslz25mi2mps84ody26ek4,1,2,7,5,5,2,1,0,5,0,4,9000011,2000318,3,93.8,270.8615367,96.79696038
2puu8oirgpux2m4nnv2puuwc0in1t1ak,2,7,6,5,5,1,1,0,5,1,3,9000018,2000546,4,85.8,379.2330971,85.64933259
2sr895qgz0u656xihoum2sr895qu5tbh,1,3,6,5,8,0,2,0,5,0,5,9000010,2000304,9,95.9,282.676841,92.56137265
2w3gzstntghjxwpoex5g2w3gzstw1b7p,1,2,4,5,9,2,1,0,2,0,5,9000012,2000353,3,78.1,221.6225912,121.6670744
2w7ul63hhpwq6eab4r42w7ulsqeg8cv5,2,2,6,5,7,2,2,0,5,1,4,9000015,2000447,7,90.9,1120.675598,61.22939836
2wmjhlyatdd5ei4ta0u132wmjhl12hat,2,2,5,5,7,2,2,0,2,0,5,9000008,2000215,5,74.5,716.0455818,87.80214462
315qchfl2fw3au7p78315wsahx71d2ld,1,3,5,5,6,1,2,0,5,0,5,9000014,2000423,4,89.4,346.1284687,110.3108459
31zdefkrj5k7wa6u3xi31zdefth62uyu,1,2,6,5,7,1,1,0,3,1,4,9000023,2000665,5,89.4,151.178785,93.94595065
33yldbcs5cz7ivebc7q33yldbgcywvwx,1,3,4,5,7,2,2,0,4,0,3,9000018,2000550,4,76.9,317.4000186,85.64933259
358wos5kekku6kb3i1s358wos50ok9jq,1,3,8,5,7,2,2,0,4,0,5,9000019,2000555,2,86.5,219.2024218,127.4397297
35cxyhai07h6140vij35cxy6hv9drmcm,1,8,8,5,9,2,2,0,5,0,5,9000028,2000839,6,75.9,501.9378699,112.8953553
3ik41qqswv4ot48yq3ikjh6vzgn7lp2g,1,3,5,5,10,1,2,0,2,1,4,9000009,2000245,2,65.9,281.6429255,81.460788
3oxikbp7h3qwk63oxid66ljqlvtohrsp,2,2,5,5,8,0,2,0,5,0,5,9000008,2000227,9,89.7,511.4782947,87.80214462
3r9vtxgbpwi2aa9yj3r9vxjddb7gxpfs,1,3,8,5,8,2,2,0,5,1,5,9000009,2000261,3,76.9,222.5971968,81.460788
3s3ctvmsc283s32vnah0wdm1xh53oiih,1,9,4,6,10,0,2,0,5,0,0,9000018,2000540,4,78.1,379.6208809,85.64933259
3so0qq94x8gvel7ssvkg3so0car1nrtk,1,3,5,5,8,0,1,0,4,0,3,9000011,2006931,7,78.3,271.2329503,96.79696038
3wcwrowus3lzgalavy7oo9yvjg9kflzg,1,2,5,5,8,2,0,0,3,1,3,9000019,2000555,4,86.5,219.2024218,127.4397297
3yn73n1kqditlyeu683yn7oft59m0lda,2,2,1,5,7,1,2,0,4,0,0,9000011,2000327,2,85.9,387.7488934,96.79696038
3zvv2hzbamwlom87u83zvv2hx1r0v7ln,1,3,8,5,10,0,2,0,5,0,5,9000005,2000115,4,83,669.8191652,89.33622132
434f16rue4gld93mzoy2u434f16n54rh,1,2,9,5,8,2,2,0,5,0,5,9000027,2000793,9,93.9,428.7586748,59.12433069
441fsrxfil3qdf49f98441fsra37vwrd,1,3,6,5,7,2,2,0,5,0,5,9000029,2000857,9,79.1,622.7682568,64.10579525
45gbn8y69hueal45gb2gjyepb5ap6oi9,1,2,8,5,7,0,2,0,5,0,4,9000026,2006924,7,93.2,279.0650321,78.28836493
45wyn6agyyfou645wpzcode6un6rpr97,1,2,7,5,6,2,1,0,3,1,2,9000023,2000680,3,62.1,220.5507783,93.94595065
47s8vzwc13cezpxuo2ljg47s8arqa5r0,1,2,6,5,4,0,2,0,2,0,4,9000005,2000106,3,87.7,477.3882784,89.33622132
498hhmer320qlbtujaqe498hh5a5bspy,1,3,7,5,8,0,2,0,5,0,5,9000003,2000058,8,85.7,248.8260142,71.52628694
49pl4i2fcju1wwamtgwhg49pl4iz3hsw,1,9,7,5,6,1,2,0,4,0,4,9000013,2000383,7,74.4,195.0558595,113.5974039
4ab9pi4a50aasq9hgbjpnx6v4ab9pi4a,1,9,4,5,7,2,2,0,5,0,5,9000008,2000206,3,88.4,432.918309,87.80214462
4egj2xfg9i2yem44egj2xu08oirztr8b,1,3,5,5,8,2,2,0,5,0,5,9000009,2000267,6,91.5,365.4751907,81.460788
4fzkpogwyek8cv0pv9274x44fzkpi5be,2,2,8,5,10,0,2,0,5,0,5,9000003,2000052,9,73.3,782.5918817,71.52628694
4j5bpgzlr52lp6a7l2bu4j5bpvcvog3r,1,3,5,5,8,0,2,0,5,0,5,9000008,2000230,9,79.9,575.4568208,87.80214462
4mlnocxqn6bj9n0w4ml4qau8wzzv3yjg,1,2,4,5,9,1,2,0,5,0,5,9000032,2000951,6,77,479.5016372,75.01260027
4ozv87w17od8fm9g9jpz4ozv882vyevg,1,2,5,5,8,1,1,0,5,0,5,9000008,2000206,2,88.4,432.918309,87.80214462
4qc7mo8o6vt1ao76j4qc7mo8ju9e9k3c,2,2,3,5,6,2,2,0,4,0,3,9000006,2000142,8,83.9,519.9973773,69.34413948
4sgzfjmdcdzbd96r4sgzqwe33f74g7n2,1,2,5,5,8,0,2,0,2,0,5,9000010,2000292,4,98.1,623.8264751,92.56137265
4zx2z4vhyuo84rcn724zx2it74toqcdn,1,2,6,5,7,0,2,0,5,0,5,9000014,2000400,4,71.8,171.0380714,110.3108459
52v7v1h1yhvgwv4ubocn52v7v1oacc6d,1,2,8,5,5,2,2,0,3,0,3,9000008,2000220,3,47,358.4976159,87.80214462
56s5df9wz83ab4w56s56matpceeh71zc,1,3,7,5,5,2,2,0,5,0,5,9000008,2000224,6,89.9,380.3279303,87.80214462
56uxr2j52hclj9suyvv356uxr2jxuw5c,1,3,6,5,7,1,2,0,5,0,3,9000031,2000917,3,92,360.0336794,82.92437534
57va17sp4nhdiabqrg57va16w212a64e,1,2,4,5,8,0,2,0,5,0,4,9000019,2000554,3,80.5,210.527922,127.4397297
58f9fgwf65k0m3ksi58f9fgti35lvl23,2,2,9,5,8,2,2,0,5,0,5,9000010,2000285,8,97,942.7296631,92.56137265
5b3413rnxg0z0x8g5b34os7xagd5gfx2,2,2,5,5,9,2,1,0,2,0,4,9000030,2000877,3,68.7,210.6339336,106.554188
5ladm17b24b4km5ladkjimcufn1fki59,2,2,7,5,9,1,1,0,5,0,5,9000026,2000757,9,81.6,424.4852207,78.28836493
5ogc5px4hc0v5sgs34vt7d5ogc5py8yw,1,3,4,5,9,0,2,0,2,0,5,9000032,2000949,8,81.9,402.637321,75.01260027
5qpbjnganhytjjip5qpbjiks9ghcch61,1,9,6,5,10,1,2,0,5,0,0,9000032,2000947,7,94.1,408.8610641,75.01260027
5sqxtsknsvwl7hv5sqxts7ohmh8qr5r0,1,2,7,5,7,2,1,0,4,0,0,9000018,2000533,7,86.5,654.3968882,85.64933259
5z03b6wol1bzp2kxg5z03b6wo7c3a718,1,7,4,5,7,2,2,0,2,1,0,9000030,2000878,3,42.2,285.2304662,106.554188
60453k2876339phbpe6045a7b8priv7i,1,3,6,5,6,2,1,0,5,0,5,9000027,2000798,8,94.3,279.5283645,59.12433069
64e9vyuwmmt782igt0664e9vyj9id6ug,1,9,6,5,9,0,1,0,5,0,5,9000018,2000528,2,60,283.4253062,85.64933259
64qz8aslncv0dwhsss64q23dwffi0zqu,1,2,7,5,8,2,2,0,5,0,3,9000026,2000781,7,94.2,287.7984998,78.28836493
6ar6709q3xsea6aq04b08l92wxx369ku,1,9,3,5,10,0,2,0,2,0,0,9000032,2000957,4,88,566.555378,75.01260027
6bsa8r7t1el1r6b6oz148ox53uuhm9bq,1,2,5,5,9,0,2,0,5,0,5,9000024,2000704,5,83.7,547.2337033,64.7356604
6bt68rec1erbd128k06bt68rss67eyv5,1,7,7,6,6,2,1,0,1,0,2,9000030,2000864,2,63.8,310.18823,106.554188
6d8yqjir3t7esrmat6d8yq26nt1j9ilp,1,3,6,5,8,0,2,0,5,0,5,9000025,2000738,5,95.4,264.5384905,102.9492058
6gi3ovlyeitch7nc54n6is6gi3ovlesj,1,3,7,5,9,0,2,0,4,0,5,9000021,2000601,10,81.9,367.695889,73.10062573
6ifad08ijko2euuctqe6ifadavgg848t,1,9,5,5,10,0,2,0,2,0,2,9000011,2000337,4,91.6,503.8288408,96.79696038
6kqm7gbojyjw8gvw7gms5o6kqm7gbops,1,2,6,5,3,2,2,0,4,0,4,9000022,2000649,4,85.7,364.2087794,107.0192611
6txj85hbgf0bt35myek6txjzwp7ahg3v,1,9,5,5,8,0,2,0,5,0,0,9000011,2000341,2,90,478.5270103,96.79696038
6zvxeqf004w8ibfay6zvk6npz8crhx6s,1,2,8,5,6,0,2,0,5,0,5,9000029,2000846,7,95.8,335.5428836,64.10579525
73e8ojgkmj820b7z73bv4w2o02svonsf,2,2,8,5,9,0,2,0,4,0,5,9000010,2000308,8,79.5,196.7858868,92.56137265
78cc4g3nj8aru12jg9h78cc4gus6dx59,1,2,7,5,8,0,2,0,5,0,5,9000015,2000440,8,96.2,523.4288408,61.22939836
7an335szbu0t9eb7an335s4aco5extry,1,3,7,5,5,2,2,0,4,0,5,9000008,2000236,9,95.3,805.2251128,87.80214462
7g4bwuhdms7j0r1z5hzv7g4bwuhdw26r,2,3,5,5,9,2,2,0,4,0,1,9000030,2000878,2,42.2,285.2304662,106.554188
7gcfarltodk6926a7x87gcfaqnzkpzx3,1,9,5,5,8,2,2,0,2,0,1,9000005,2000107,3,88.1,555.7562383,89.33622132
7glv0gsqya6kwdtur7glvr2eqwxcmicg,1,2,5,5,10,0,2,0,2,0,0,9000006,2000146,8,85.7,598.699688,69.34413948
7k1skmybiki05ub6sju4h7k1skcblk6o,2,9,8,5,7,1,2,0,4,0,4,9000004,2000079,8,85.4,348.2556848,64.46313682
7p01gmzuljgmfujgmm7p01gu4iee5585,1,9,5,5,9,0,2,0,5,1,5,9000011,2000337,2,91.6,503.8288408,96.79696038
7vkxkp2fxt7m2oia37vkxkpzf3556gbw,1,3,4,5,7,2,2,0,2,0,3,9000031,2000911,2,79.1,489.4121318,82.92437534
7zjjasrhwwg3bl7zjja0xp6njoslltnz,1,9,6,5,7,2,2,0,5,0,0,9000024,2000695,7,96.4,504.5082864,64.7356604
80231sdc6akdzgy31einvw280231sdei,1,2,5,5,7,2,2,0,5,0,0,9000005,2000114,4,86.7,689.917067,89.33622132
83f12vv3mtz1lx0hdn7c83f12vxc5i9f,2,2,6,5,8,0,2,0,5,0,5,9000023,2000659,5,80.9,359.0418989,93.94595065
8b7vdmqz2yjs9bqblvng08zku8b7vdmq,1,3,7,5,10,0,2,0,4,0,0,9000026,2000772,6,87.1,497.6248503,78.28836493
8f187nrxwohx0qknd8f18rcu3nhp5at3,1,3,5,5,5,2,1,0,4,0,4,9000031,2000906,5,95.1,341.0629634,82.92437534
8fpn4kyd4b3ecw4g8ftguifkqlf0s5aj,1,2,7,5,9,0,2,0,5,0,5,9000009,2000252,5,65.5,504.3724199,81.460788
8i778f7vg8fw6eilg98i778ybtfer1cy,1,3,4,6,9,0,1,0,2,0,3,9000012,2000355,4,90.5,330.4398558,121.6670744
8j8epq8ahphwcoknk9br8kd5ohqe8a6c,1,8,7,5,8,2,2,0,5,0,5,9000024,2000704,8,83.7,547.2337033,64.7356604
8kkmndfn1r1169sjmt8kkmnq50n85r5j,1,4,8,5,8,2,2,0,4,0,0,9000019,2000559,2,91,269.7703135,127.4397297
8nf1ifmfu8elqhfks8nogegerqwh49vh,1,2,4,5,8,0,1,0,5,0,5,9000028,2000813,3,56.6,198.3131996,112.8953553
8vdlt3lxamvp2g8vdlt3lc5ga9mxkp8p,1,9,7,5,8,0,1,0,4,0,5,9000011,2000340,8,80.9,516.2722582,96.79696038
8vtefy3zivgt156rihk8vtefexxtgpe5,1,2,4,5,8,1,2,0,0,0,5,9000019,2000564,8,62.5,228.9779782,127.4397297
941h5zmu961lhb494ug8c5xtmqq6dn8q,1,2,6,5,9,0,2,0,5,0,3,9000006,2000135,3,77.6,281.0933161,69.34413948
9dww32hlm2ugosvx76z9dww32dd56hug,1,2,6,5,8,0,2,0,5,0,5,9000004,2000073,5,98.1,405.6412353,64.46313682
9oo4tmu7bsvzjvwemes9oo4tmr5cgjs2,1,3,4,5,8,2,2,0,5,0,5,9000031,2000911,4,79.1,489.4121318,82.92437534
9r83md4cjhzf7t9r83drk2dfwj43nemy,1,2,6,5,8,2,2,0,4,0,5,9000030,2000873,3,61.3,118.9556881,106.554188
9xxhxqn8mxqlon9xxhf8070i3v6fu598,1,8,6,5,7,2,2,0,5,1,3,9000008,2000201,3,79.8,247.2901421,87.80214462
9y3qj47a625zi2cn9y3qkhgqome43m99,1,3,6,5,8,2,1,0,5,0,4,9000002,2000008,2,95.8,315.7678125,96.13295825
a0uqin1nwoeyd2939215ka0uqin13bff,1,3,5,5,8,0,2,0,5,0,5,9000024,2000695,7,96.4,504.5082864,64.7356604
a1dlgyui4mr3z49esj02pa1dlgyxivvh,1,9,7,5,8,2,2,0,5,0,2,9000017,2000508,4,78.1,766.6577967,77.02625332
a2cz92dzuuy88stc2fa2cz92d546ma14,1,2,9,5,7,0,1,0,5,0,5,9000009,2000264,6,87.7,284.6177031,81.460788
a2zgn9jr2yunzpv2wa2zgn9jrv68usr5,1,3,4,5,7,2,2,0,5,0,5,9000022,2000649,5,85.7,364.2087794,107.0192611
a5270xkc9lma714da527giq03gyij9ul,2,2,6,5,6,0,2,0,5,1,5,9000019,2000561,7,86.7,253.1848485,127.4397297
aasld1yw2dzhigewjbv77aasld1t6j4p,1,3,7,5,10,0,1,0,5,0,5,9000003,2000051,9,73.4,265.4326667,71.52628694
aeu1k8yeq0fyrdzzk6yy8saeu1k8580e,1,2,7,5,10,0,2,0,5,0,0,9000023,2000659,7,80.9,359.0418989,93.94595065
ahlyps12trelev39ixmkqyahlypszjrf,1,9,6,5,9,0,2,0,4,0,4,9000023,2000666,5,90.1,269.2143678,93.94595065
anhje8jziiocg8oanhjeqzw6bk400gtm,1,2,6,5,5,2,1,0,4,0,5,9000014,2000418,9,87.2,180.0437419,110.3108459
appql0jflrixinqfgss19reappql0j3b,2,2,7,5,6,1,1,0,5,1,5,9000004,2000077,9,93.8,372.4357116,64.46313682
ash19iyvxeb0qp4b9ash19g7eunhu9ss,1,2,7,5,7,0,2,0,5,0,5,9000009,2000239,8,96.5,807.9273983,81.460788
aso227zh5fnuhgwkyk4aso22f617qsu3,1,9,5,5,8,2,1,0,4,0,3,9000023,2000674,4,99.2,522.3417809,93.94595065
axjlsh5bsdssebm32axjlw80dkr2x1aq,1,2,7,5,8,0,2,0,5,0,0,9000026,2000757,8,81.6,424.4852207,78.28836493
azogxqbt5lx4c8xso1efazogxqcuy5ph,1,2,7,5,7,0,2,0,4,0,5,9000011,2000339,5,87.2,735.8720486,96.79696038
azpevx2z5yqswwv56spgazpevxjc2n0o,1,9,8,6,5,2,2,0,2,0,1,9000007,2000186,4,57.7,235.5808183,161.7785752
b21dvj0ind8ih2jnd6b21dv5s2hnc9kh,0,0,8,5,8,1,2,0,0,0,0,9000024,2000700,7,78.9,321.3111848,64.7356604
b5ojs13eo61wp8zb5ojs69nu5umau0no,1,2,5,5,9,1,2,0,5,0,5,9000031,2000919,4,93.9,252.7094037,82.92437534
bg10vja5ciujibyf7s8bg10vj64ktlhv,1,3,8,5,6,2,2,0,5,0,5,9000003,2000043,10,96.6,454.2983688,71.52628694
bgp8udi5qboiwdhnl4bgp8uni6h9cpvx,1,3,6,5,8,0,2,0,5,0,5,9000024,2000694,6,90.5,242.0155766,64.7356604
biqa3mizgebqhoor1biqa38eulf3ykph,2,2,5,5,8,0,2,0,5,0,5,9000031,2000901,4,90.6,699.9594317,82.92437534
bnvzaak1ggtidko2gy7bnvzaakxyb1rz,1,3,7,6,10,2,2,0,5,1,3,9000019,2000576,4,19.8,312.8679601,127.4397297
bpc9ku1zgwxlbnfa9asbpc9ks6xdso7f,1,9,5,5,10,0,2,0,5,0,0,9000010,2000280,3,89.1,383.4034609,92.56137265
bqd26wkke5f64jv07gbqd26wia0nw729,1,2,7,5,9,2,1,0,5,0,0,9000014,2000430,7,83.5,478.9911174,110.3108459
bvslo8y9cp7wxqmcumv6sfbvsloa8fkn,1,2,5,5,7,1,2,0,4,0,5,9000022,2000622,3,78.3,185.494974,107.0192611
bz9xo8hp9k92i5sbz9xcvunx1zl0xzl0,1,3,5,5,5,1,2,0,2,2,3,9000018,2000540,4,78.1,379.6208809,85.64933259
bzmion1t06pxczohbzmiowlm2u1u503o,1,2,8,5,7,1,2,0,5,1,3,9000031,2000901,6,90.6,699.9594317,82.92437534
c02byxwjn4vptu8qchuvtpc02byxwjnx,2,8,5,6,9,0,0,0,1,2,1,9000028,2000817,2,68.2,158.8025179,112.8953553
c0pvwyirc8zguu6up35vuc0pvwyi2vt6,1,3,8,5,8,0,2,0,5,0,5,9000010,2000295,6,75.1,272.5378186,92.56137265
c0w59hdi7qnz43rodanjc0w5fwyyz95k,2,2,6,5,7,2,1,0,5,0,5,9000028,2000813,3,56.6,198.3131996,112.8953553
c1krru2xgcfs0b87l1c1kncxv5nnyaab,1,2,8,5,7,1,2,0,4,0,5,9000027,2000806,10,91.4,469.2793215,59.12433069
c1ul2gaejbwzo6xzeyc1ulfmpwqcmf96,1,3,9,5,8,0,2,0,4,0,3,9000015,2000445,4,84.9,862.4856547,61.22939836
c60orxmfyy6jv5xv20k8zzc60or250rn,1,3,8,5,6,2,2,0,4,1,5,9000021,2000598,9,95.2,407.1477296,73.10062573
c7z4zvlsggkajzrpqi9c7z4zvls0bp3r,1,2,4,5,6,2,2,0,5,0,5,9000032,2000957,7,88,566.555378,75.01260027
c8r7yda28xe8zvqnquc8r7fuznosktrh,2,2,7,5,7,2,2,0,5,0,5,9000026,2000759,7,83.7,295.4623519,78.28836493
ci24dxd72ryxa3amshkjfci24dtjuarx,1,9,4,5,10,0,2,0,2,0,5,9000030,2000869,2,52.5,109.283767,106.554188
clmztuwyu7vg52v266clmztul1wf1wfg,1,3,4,6,9,1,2,0,2,0,1,9000014,2000417,6,90.6,411.985854,110.3108459
cn2ztg8a7e2qzcn221y1hqdxezvt6m52,1,3,7,6,9,0,2,0,1,0,1,9000007,2000174,6,70.2,191.3376607,161.7785752
cwbvmkozvbf3uktcwbv174nkdhzim5iz,2,3,9,6,10,0,2,0,2,0,2,9000009,2000271,10,88,327.0074148,81.460788
cwv29td3owhc47ra9gccwv6zlspx4pt1,1,9,6,5,7,2,2,0,2,0,5,9000008,2006788,5,95.6,217.9870988,87.80214462
d4wk3oh8b1pmkod4wkt2yy9wwow125ct,1,2,7,5,8,0,2,0,5,0,5,9000027,2000802,10,86.8,324.7398367,59.12433069
d9j4x4ax9itd8t52xd9j4x4aa5stvvre,1,9,5,5,6,1,2,0,1,0,3,9000028,2000825,2,70.7,282.0495154,112.8953553
d9meh4vxs2w7wcrypba1xs2d9meh4v7r,1,2,5,5,9,0,2,0,5,0,5,9000006,2000156,10,89.3,990.9790786,69.34413948
dehrsi7uknffur166mvydehrsae98y8s,1,3,5,5,9,0,2,0,5,0,5,9000030,2000887,2,68.2,215.1849939,106.554188
dhjk0dj72rmfxqjkup47dhjk0d1gyckr,2,2,5,5,8,1,2,0,5,0,5,9000027,2000806,9,91.4,469.2793215,59.12433069
djjv1f5iy20sy52djju0vjnaaowv5dtg,1,2,5,5,8,2,2,0,5,0,5,9000032,2000949,8,81.9,402.637321,75.01260027
dkdvu34b553vixd6wddkdvu31uu8a36t,1,9,5,5,8,1,2,0,5,0,5,9000027,2000793,9,93.9,428.7586748,59.12433069
dl136meeftdbxkdl13aci74ny5qm2upd,1,2,8,6,7,0,2,0,4,0,0,9000032,2000954,7,96.7,591.5766522,75.01260027
dltiwwvax6ffpcwi3dltiu33n0zeutb5,1,2,7,6,8,0,2,0,5,0,5,9000032,2000932,8,58.3,372.8135629,75.01260027
dn08hke8tze44syg5wwdn08hke8iv6yg,1,9,10,5,9,0,2,0,5,1,0,9000016,2000472,8,95.4,657.5483001,73.74327005
dnpghafs8llj59xcc6i3dnpghg3w0y4q,2,2,6,5,5,2,2,0,2,0,5,9000007,2000171,6,78.8,290.839218,161.7785752
dphq93gdrqw7y2xknggsrsddphq93gdw,1,2,7,5,7,2,2,0,5,0,5,9000014,2000424,4,89.9,241.9406364,110.3108459
dr129ficrvvgvklag7dr129ficrpw9qf,1,9,7,5,9,1,2,0,5,0,0,9000009,2006791,7,86.3,264.452818,81.460788
dtfpdzp9pkhwzgg3rbydtfpdx6lugutl,1,3,6,5,10,1,2,0,5,0,0,9000024,2000712,5,95.4,364.9575037,64.7356604
du40l4t3c6v1gnuamsrlcdu402h0r4h7,1,2,4,5,9,1,2,0,5,0,5,9000023,2000671,3,93.8,203.8307111,93.94595065
duax12zov4wg10otquug4duax19fkvxf,1,2,8,5,9,0,2,0,4,1,4,9000003,2000041,6,80.9,485.4272489,71.52628694
dw9twsglcpee6dw9tws0rjzl5q5qwufj,1,2,2,5,8,1,1,0,2,0,4,9000010,2000284,4,85.1,480.4077777,92.56137265
dylz07nzrb04jgr3w9dylzpti3rm5kcx,1,2,6,5,8,0,2,0,5,0,5,9000022,2000640,5,88,238.8750429,107.0192611
e1hopvhlufbue1coljwbilpzcofkkznt,2,2,8,5,8,0,2,0,5,0,4,9000004,2000087,10,88.9,480.6632822,64.46313682
e2dwzh7ga36fex7m8rxfe2dwzh7garf8,1,3,7,5,6,1,2,0,5,0,3,9000033,2000967,9,68.3,182.3108158,372.933205
e3dvuzjldrmzlx58cpdnpbwbce3dvuzj,1,2,5,5,8,0,2,0,2,0,5,9000003,2000025,7,84.6,495.2079817,71.52628694
e6i9ak9p093ycafebx6e60aqdeqlrqpf,1,2,8,5,9,0,2,0,4,1,0,9000026,2000759,7,83.7,295.4623519,78.28836493
e7ojh98zotvurj8g85te7ojh9uitf5yx,1,9,6,5,6,2,2,0,3,0,2,9000020,2000582,6,82.7,219.7847208,144.3589814
e8eeink4yg30by8e8eebuhrq6pj8c6hd,1,2,8,6,3,2,0,0,5,1,4,9000023,2000681,3,93.2,474.1098868,93.94595065
ear8c8m9av5tzs4qdpngx1ear8c8m9a2,1,3,7,5,9,0,2,0,2,0,4,9000012,2000354,2,82.1,273.1457849,121.6670744
ec6nbrb4rpgr6plfx06pec6nbrb4wron,1,9,5,5,8,0,2,0,4,3,5,9000033,2000977,9,39.8,209.305753,372.933205
efpvg3yp7uv25fv9t1bcefpvg3kbnvzf,1,2,7,5,6,0,2,0,5,0,5,9000032,2000926,5,48.5,246.4931877,75.01260027
efzw1v2yegu6sz95b3lozefzw1v2k9rw,1,9,6,5,9,0,2,0,2,0,5,9000032,2000930,7,66.2,230.5767612,75.01260027
eg09lxgcxmaiw47ueg09lx4w4k0uc4ai,1,2,6,6,8,2,2,0,2,0,0,9000013,2000377,3,82.1,281.6281132,113.5974039
egpiwp0hchva80gjw2egpiwauki2iovq,1,3,5,5,9,0,2,0,5,0,5,9000027,2000799,9,89.5,337.9697387,59.12433069
eio5w1o70w1eyv02ktaqeio5w1ocjd6n,1,2,8,5,8,1,2,0,5,0,5,9000009,2000253,2,81.5,388.3651306,81.460788
ejey8lpw83bfv2dejeh0n90w5t8yinbd,1,2,8,5,8,2,2,0,5,0,5,9000022,2000649,4,85.7,364.2087794,107.0192611
