participant_id,Gender_Code,Work_Schedule_Code,Age_range_Code,Household_type_code,Life_satisfaction,Isolation_score,Social_support_score,food_security_score,Housing_tenure_group_code,fuel-security_score,Income_Code,Lad_code_code,msoa_code_code,imd_decile,green_space_pct,park_distance_m,crime_rate_per_1000
d73c84p6x0gyy9lmul8d73cqfhwk7jck,1,5,10,2,7,2,2,0,4,0,0,9000025,2000720,5,94.7,594.9427249,102.9492058
d7bf00vj132ew59afcd7bf013as1qa6s,2,7,8,1,6,2,2,0,4,1,1,9000023,2000673,6,86.1,322.5377849,93.94595065
d7ibsv06r3wcpl56d7ibsvyrkvacn463,1,3,4,1,6,2,2,0,2,0,4,9000014,2000424,7,89.9,241.9406364,110.3108459
d89shpx2eoeaw4wd89shpdasgrun8883,1,3,4,4,7,2,1,2,2,0,1,9000023,2000687,4,90.3,301.7211287,93.94595065
d8qzumd88m6tf2hcn59shwtd8qzumd4b,1,2,2,3,8,0,2,0,3,0,2,9000030,2000869,3,52.5,109.283767,106.554188
d92g57eh7x67ca7bux76dfd92g5addi8,2,6,1,2,7,1,2,0,0,1,5,9000027,2000799,9,89.5,337.9697387,59.12433069
d9cw5lcwqn98pmd9cw5lsf3wngjefszv,1,7,6,3,8,2,2,7,2,0,1,9000033,2000964,3,87.5,271.3382244,372.933205
da4qz4szjco1xv3axj6xda4qz0mp042g,1,9,4,2,5,2,1,0,3,0,0,9000007,2000186,2,57.7,235.5808183,161.7785752
db83o0suml10l541db83meln7v6iyad7,1,2,3,3,8,1,2,0,2,0,5,9000032,2000954,6,96.7,591.5766522,75.01260027
dc8kqw367y950pdc8kqqlk5suno4959v,1,2,3,1,6,0,1,0,2,1,4,9000012,2000351,3,87.6,224.5906916,121.6670744
de1conhamoque7p1jode1colbmiutudn,1,2,3,1,6,0,1,0,2,1,5,9000024,2000694,9,90.5,242.0155766,64.7356604
de8qiili02tgwghfwde8q2wwiso9ce7t,1,2,2,3,7,2,2,4,2,0,4,9000033,2000975,7,77.6,413.541148,372.933205
dev9tvhsguewl6fhfwesk7dev9tvh6fy,0,3,9,3,5,2,0,1,3,0,1,9000033,2000973,4,87.3,578.6153528,372.933205
dex6yqoy3bkh6rpahsny3e2dex6yqoyr,2,2,7,3,6,2,1,3,4,3,1,9000003,2000055,4,63.9,337.5618841,71.52628694
df4ypdx71gpjp13o9df4nr6frcmx8pfp,1,2,4,1,7,2,2,7,2,1,3,9000031,2000911,2,79.1,489.4121318,82.92437534
df7fdl883yf0tccagdf7fd9qoxfp7fry,1,2,4,1,8,0,1,0,5,0,5,9000019,2000557,3,86,377.2491965,127.4397297
dfit9p04z4e8gjxqrdfit9xsv8pssa99,1,3,9,2,5,2,0,6,3,1,1,9000005,2000126,2,70.1,166.2330792,89.33622132
dgnsdx98c8bgh6hrxt4tdgnsdx9tavu7,2,3,5,3,9,0,2,1,2,3,0,9000027,2000788,10,87.8,327.5437447,59.12433069
di9umnj99q9s6x8v2pgdi9um86to3n2w,2,2,3,4,7,2,1,7,2,3,3,9000011,2006927,8,79.8,225.2410347,96.79696038
die4vxa3u5qf54vjwd9die4vx5rx4o4k,1,2,5,4,7,0,2,0,4,1,4,9000005,2000123,2,86.5,375.4397862,89.33622132
djlz8bv6p92zus15n4zdjlz8bxi3v7es,1,2,9,4,8,2,2,6,3,0,2,9000011,2000335,5,98.8,432.6289297,96.79696038
dl4q7vxaxxq0lug1fdidl4q7vw7usr59,2,5,10,1,6,2,2,0,5,1,2,9000007,2000193,5,32.8,240.7753592,161.7785752
dlepw25q4930uzdlepp6k0mxpz6su01f,1,3,8,1,6,2,0,3,3,3,3,9000028,2000813,4,56.6,198.3131996,112.8953553
dm0s9qts0y5vyxa8ge7dm0s9qty442oq,1,2,3,3,7,1,2,0,2,0,5,9000022,2000638,5,80.1,217.2005439,107.0192611
dn7x0v9rttm6udldydn7xn01y1vkzrmp,1,2,5,2,7,2,1,4,5,0,2,9000025,2000716,4,92.6,323.3037533,102.9492058
dngtye4j5mckrzdng6mcp29v3c43wfnp,1,3,8,1,7,2,2,0,2,0,4,9000021,2000604,7,85.6,514.791856,73.10062573
dplx2ay5duzu7g0uedplx29c16vdnb68,2,2,10,1,9,0,2,0,4,0,0,9000024,2000692,10,79.5,463.3952525,64.7356604
dsezw3hnmf6r28csdsezwijcvrcr3pyq,1,6,3,4,8,2,2,0,2,1,1,9000009,2000252,3,65.5,504.3724199,81.460788
dsiv792zd828co5y1dv3dsiv7sdpns3m,2,6,1,4,8,1,2,5,8,3,2,9000033,2000978,6,70.2,220.0569078,372.933205
dtf2hkw00bz5dx0gjredtf2hkwl1grcp,1,2,6,1,7,2,1,0,5,0,0,9000015,2000436,10,95.2,1188.004894,61.22939836
dvmvvdb89yg9bkpd1dvmvvlqwtedrkyb,1,2,3,3,6,2,1,0,2,0,4,9000028,2000818,3,77.7,166.8381638,112.8953553
dw4odu6od1ur9l999606bu9mdw4odu6l,1,2,4,2,7,2,2,0,4,0,5,9000018,2000533,7,86.5,654.3968882,85.64933259
dw55ifpw1h855adw5p6tl2g64islqryl,2,2,3,1,9,0,1,8,2,4,2,9000025,2000735,3,91.7,397.213904,102.9492058
dx59rwr6eef9de9xdx5cvmkx1ado0yiu,1,2,3,1,4,2,2,9,2,3,3,9000031,2000905,4,93.2,249.9719801,82.92437534
dxftlabyllyii45dxftled8vkxw2xntg,2,7,3,3,7,2,1,7,2,0,2,9000025,2000719,2,86,285.9620554,102.9492058
e062x45nai3x6rofhsfa6e062x4wcawl,1,2,7,1,8,2,2,0,4,0,5,9000010,2000299,3,93.2,351.4316316,92.56137265
e06848hltpfwsmpjkfibne0684aklu15,1,3,4,1,7,2,1,0,2,0,2,9000030,2000864,2,63.8,310.18823,106.554188
e1xcnx3o060sugdhuvshjne1xcnx8mzq,1,2,2,3,8,0,2,0,2,0,3,9000019,2000566,6,86.2,126.9061471,127.4397297
e2cvrzsj4r1mxfte22knxkgwdr3v6xl1,1,3,2,1,6,2,1,1,2,0,3,9000005,2000123,3,86.5,375.4397862,89.33622132
e3r0fgc9sp539bume3r0fg90r1ik404o,1,3,2,2,5,2,1,4,2,2,1,9000032,2000934,6,87,374.2086874,75.01260027
e512axxc85m8f0ljy5e512axi3oiez5d,1,3,5,2,7,2,2,0,2,0,5,9000019,2000573,5,65.5,197.9961132,127.4397297
e6ap43kt4tyl4s8o8hshoe6ap439acqo,2,2,8,1,8,0,0,0,4,0,3,9000010,2000301,1,83.6,557.9546814,92.56137265
e6ya3qjy85nensjk6e6yav7ghjxh72zf,2,5,10,1,8,1,2,0,5,0,4,9000003,2000033,8,90.3,263.6342935,71.52628694
e9q73ufh5ivsgsil3sde9q73uf24w2uf,1,2,3,1,5,1,1,0,2,1,5,9000018,2000539,6,82.8,372.6382826,85.64933259
ea0d4un8z83odaea0d4une3a3of3wyb0,1,2,3,3,7,1,1,0,2,2,3,9000028,2000827,4,60.8,302.2411379,112.8953553
ebgazx5c75imuymrebgaz4lbtk44wv5d,1,2,8,1,3,2,1,0,3,1,4,9000024,2000698,8,92.8,428.3587502,64.7356604
ee4frat9x2gakz55ee4fr0qwj2palor3,1,2,2,3,8,1,2,9,3,3,2,9000006,2000140,2,92,311.6815792,69.34413948
eecl5hxe7pzgszbm7yeecl5hmw974g0e,1,2,5,4,8,1,1,0,5,0,3,9000005,2000121,4,75.6,660.2063295,89.33622132
eenayaw4vxkp4m6hneenagw3jz05egps,1,9,3,1,10,1,1,1,2,0,0,9000013,2000386,4,77.9,250.1292055,113.5974039
ef7aw8xg1lsh07rvtkef7aw8xgbowqou,1,2,5,1,10,0,2,0,5,1,5,9000026,2000764,9,86.6,416.2383848,78.28836493
eh31nzyopys95cfgerteh31nz7h63iti,2,2,4,3,5,2,2,7,2,0,2,9000018,2000551,5,76.9,287.6973546,85.64933259
ehx9o3kvnkxvwx9oivehx9of19xdhjy8,1,6,3,1,7,2,2,0,8,1,4,9000003,2000035,5,71.9,304.440093,71.52628694
eiozdobormjm5rp8sznhcpeiozd43h52,1,6,3,4,4,2,1,8,2,1,2,9000014,2000403,4,93.6,163.4975662,110.3108459
ej5yx8p4du89swsdx8zej5y505ik3jmm,2,8,7,4,5,2,1,8,1,4,1,9000030,2000887,2,68.2,215.1849939,106.554188
ek9rh1ln6by4arjjqc83ek9rh1gnnnfe,2,5,12,2,9,0,2,0,4,0,0,9000023,2000685,3,78,249.4424465,93.94595065
eka0mxqxje92ojw7oeka0my67qybov4y,1,2,9,2,8,2,2,0,5,1,3,9000015,2000449,5,93.9,674.7629061,61.22939836
ekgwf0xaedndc9x8ekgw24nweuj6lm1u,2,7,9,4,5,2,1,2,2,0,2,9000007,2000186,2,57.7,235.5808183,161.7785752
ekk5g0m23hp1ik0riekk5sr2iiksn4r3,1,2,8,2,8,1,2,0,4,0,4,9000022,2000630,2,77.5,258.4916932,107.0192611
encarrbd5m8wfpjlio9qencarrbdf03f,3,6,1,3,6,2,2,8,8,1,0,9000005,2000097,5,96.4,221.5735411,89.33622132
eooyqwu5ae4vpab6xeoo4yievfufam98,1,3,4,1,7,2,1,0,1,0,4,9000005,2000117,2,86.7,427.6443798,89.33622132
ep5odub3rl2y4hep5q5bjv3utl3zo7e6,1,2,3,1,9,1,2,0,2,0,5,9000030,2000891,5,48.2,272.7341456,106.554188
epp18fdmpqohadlaaepp18if9z2apox9,1,2,5,3,6,2,1,9,2,0,0,9000031,2000911,3,79.1,489.4121318,82.92437534
epvpybsdnxd9frqvaqf6epvpydjy4rby,1,3,6,4,8,0,2,0,5,0,5,9000030,2000869,2,52.5,109.283767,106.554188
eqtxow15l7g2k6miu0mk8eqtxc2uikbs,1,2,3,3,8,1,2,0,2,0,3,9000024,2000692,8,79.5,463.3952525,64.7356604
eqxmzj01z7xfxjhaceqxmzxjf9mk9tmk,2,2,3,1,5,2,2,0,3,1,5,9000033,2000961,4,68.5,503.0448939,372.933205
erzkfwzbtcgdy6uy1iaoaruyerzkfwzb,2,2,4,4,8,1,2,0,2,0,4,9000022,2000646,5,75.1,571.9267402,107.0192611
es8wkvfqfi08ipkcses8wkt0ojxe3nrh,1,2,4,3,5,1,2,4,2,3,3,9000013,2000379,8,71.4,162.400739,113.5974039
esx22p9ii3kjp8k1mzhyd7cesx22p2ty,2,2,4,3,8,0,1,9,2,0,5,9000028,2000812,5,57.7,136.2703837,112.8953553
etcnt6fi9gcf0x8zivcetcnt6tzz3dcp,1,7,4,3,1,2,1,9,2,1,1,9000014,2000407,2,90.7,284.5751886,110.3108459
ethx25zwyjdfiqutkmethx2scd3lxcga,1,4,6,1,4,1,2,0,5,0,5,9000009,2000252,3,65.5,504.3724199,81.460788
eu704gubqbnc5ez211eeu704gm4rslsu,1,3,7,4,8,2,2,0,7,0,3,9000028,2006802,2,57.5,228.9152562,112.8953553
eublrc89czph9g5eubl0am1tmnt8dxsu,1,2,4,1,7,1,2,0,2,0,0,9000031,2000910,4,78.2,405.5889264,82.92437534
eup9aml4fp3i3t8z2yeup917asyun5mm,1,7,3,4,4,2,1,8,7,4,1,9000033,2000973,4,87.3,578.6153528,372.933205
evguj6d5vz7nnmoz4jevguj3bg3ez0w8,1,2,7,4,5,0,2,2,5,4,4,9000024,2000691,9,85.6,312.9498369,64.7356604
ewr5737g46i6egp01sdwxietfrl5ha7g,1,5,11,4,7,1,1,0,4,2,1,9000005,2000104,4,85.9,454.262596,89.33622132
eyho023augckcz9vaeyho023a309v54k,2,6,1,4,2,2,0,8,3,5,1,9000014,2006794,2,73.2,400.3883994,110.3108459
eyt40m8efzd6j5woiqm3speyt40m6omj,1,2,5,1,10,1,2,0,5,0,5,9000012,2000352,3,75.8,208.1437863,121.6670744
ezqaursc2gydmggxkhhtkezqauadbbaf,1,8,3,4,7,2,0,7,0,0,1,9000033,2000975,9,77.6,413.541148,372.933205
f1mcnn95ljzp9ak3jg5300if1mcnnhdx,1,2,4,2,5,1,2,5,2,1,3,9000022,2000650,5,88.2,296.2617712,107.0192611
f2sdg43xay8dkwsmmh1f2sd8w1xx5ycx,1,6,2,4,9,1,2,0,2,0,0,9000019,2000555,3,86.5,219.2024218,127.4397297
f2y3jq2qlpixvd3gshzxf0ixvlzbg1u5,2,2,1,2,1,2,1,0,0,1,3,9000026,2000769,7,80.9,434.863926,78.28836493
f33hrk33siu62h6lafsnyf33z8pegkxn,1,11,5,1,5,2,1,1,0,1,1,9000025,2000737,3,93.9,261.5263798,102.9492058
f37kzfpuc7suauv3bf37vrg5a26ar8rl,1,3,8,2,8,0,2,0,2,1,0,9000026,2000759,7,83.7,295.4623519,78.28836493
f389ny23lgj01ok2em1qf389n57ojbz7,1,2,2,2,6,2,2,0,4,2,3,9000015,2000453,7,81.5,971.8237914,61.22939836
f3k4670mtvlh79070bsf3k4670r0crdm,1,7,2,1,8,1,2,4,1,0,0,9000022,2000643,3,88.1,442.0001258,107.0192611
f41wq4y8pzouyjie5mh7f41wq4ymqq1y,1,2,5,3,6,2,1,0,2,0,0,9000030,2000894,7,62.3,427.5065194,106.554188
f4jmzn0zo9uucbkbh52ubf4jmzpeaa97,2,5,12,2,9,0,2,0,4,0,3,9000021,2000606,7,71.4,310.6722033,73.10062573
f5k3cj2bjysvkf53b5w6vkze294joggx,2,7,7,1,5,0,2,4,1,2,0,9000022,2000632,5,91.5,533.0982935,107.0192611
f61bh9ye0qa4dnbi5f61bhlnr1bp4qby,2,2,4,1,6,1,1,4,2,1,0,9000030,2000878,7,42.2,285.2304662,106.554188
f6mvtwayvvnq0xwhf6mskxip4zi5z55l,1,2,4,1,6,2,2,0,5,0,5,9000007,2000170,4,90.3,388.9405611,161.7785752
f7rpacplyyslbhb9irihi2gf7rpaa6p6,1,2,7,3,8,2,1,5,2,0,0,9000028,2000821,2,51,145.281921,112.8953553
fb5sult5b63g9dfp5095fb5sulttuhuo,1,3,12,1,9,2,2,0,4,0,0,9000010,2000289,9,97.5,572.1125942,92.56137265
fd0o5od7tyf9lghafd0o5oftgmq354n8,1,2,4,1,7,2,1,8,2,5,2,9000009,2000241,4,87.1,415.9009826,81.460788
fdkowb63bw9pjqt9fdkowwe3d8b2eog4,1,2,6,4,4,2,2,0,0,0,3,9000014,2000420,2,77.3,278.9395101,110.3108459
fdncxeaty4a4g8s1b0t3gfdncxeazzdb,1,8,5,4,4,2,2,2,2,3,0,9000007,2000171,6,78.8,290.839218,161.7785752
fdqd0nmmdy6d9l793tufdqdrostibke9,1,7,2,4,3,2,1,9,1,5,1,9000029,2000851,2,56.7,296.8690482,64.10579525
fefqvs2vuwhjw2h615nbwzfefqvs3tx3,1,5,13,4,7,2,2,0,4,0,0,9000027,2000798,5,94.3,279.5283645,59.12433069
feu23hjgo8uesc3xfsv4h7feu23hjz2b,1,3,2,1,8,2,1,7,2,2,1,9000031,2000914,2,75,182.5117189,82.92437534
ffgehsjqpwi9wlz6ddlttwffgehsoggs,1,9,8,2,6,0,2,1,5,1,0,9000010,2000304,8,95.9,282.676841,92.56137265
ffnrs0o8vbwo44ckcffn6youranbiqro,1,2,4,4,3,2,0,7,1,2,3,9000033,2000968,1,59.5,212.6461234,372.933205
fft2xs810nfx7igasbxgkfft2xs8fze3,1,6,1,3,7,2,2,0,2,3,1,9000007,2000191,6,41.7,461.1116671,161.7785752
fg5e07tzje2bok8okfg5e9zya7ajwlck,1,2,4,1,9,1,2,1,5,1,5,9000003,2000054,4,71.9,242.3407647,71.52628694
fggv4jb5u90uqq9q6p6fggv4jb80x6ta,1,2,2,3,6,2,1,7,2,4,5,9000025,2000721,2,82.7,530.9984957,102.9492058
fgzg6pt3uncky4is6baqqfgzg65gs5qt,1,2,3,3,9,1,2,0,2,0,5,9000024,2000693,7,77.5,220.8761869,64.7356604
fhqcb8lly4ttkmv81axlwfhqcb89hcft,0,2,2,3,8,0,1,0,2,0,2,9000013,2000383,7,74.4,195.0558595,113.5974039
fjdgx17tvyokcbnfjdg3s5gozp5wf9po,2,6,2,2,6,2,0,7,1,4,1,9000026,2000779,4,91,391.6311999,78.28836493
fjn9h3rqxpp88fj02hli8fjqasb2eodj,1,2,7,4,8,2,1,0,4,0,5,9000016,2000466,3,95.1,315.2874366,73.74327005
fktad062wsv35k2cbcljfktadtcchbna,1,2,5,1,6,2,1,0,5,0,0,9000026,2006925,8,93.9,331.8067901,78.28836493
fmlkhmtsbe2xqyh2ydxwpzfmlkhmxgaw,1,2,5,1,9,0,1,0,2,0,5,9000031,2000914,2,75,182.5117189,82.92437534
fmnsuk7714rwnoe15fmnsukpf0vu2yvu,2,2,4,1,7,2,2,0,5,2,5,9000032,2000941,6,93.9,309.0265188,75.01260027
fp1z89rbyvun4rrirby7hfp1z89w6m11,1,2,3,4,8,0,2,0,2,0,3,9000007,2000174,4,70.2,191.3376607,161.7785752
fpg6nmskwil39ng3fpg6nmndelvwxyui,1,2,4,1,8,2,2,1,2,0,3,9000003,2000060,6,83.4,366.3997512,71.52628694
fpqha2fl6yzs8boxfpqha9nlnnzgkjhd,1,2,6,1,9,0,2,0,5,0,5,9000008,2000196,6,86.3,202.8169233,87.80214462
fpuder3iagqzhdnrfpudync70thgpqm0,1,9,10,2,7,2,2,2,4,0,0,9000027,2000806,10,91.4,469.2793215,59.12433069
fqc33337syjpxl0vlmcfqc33gkfz1hre,1,2,4,1,8,0,2,0,5,0,5,9000029,2000846,7,95.8,335.5428836,64.10579525
fqx3j0cvw27o81px4qbfqx3j0jeq79fb,1,6,2,2,5,0,1,0,6,0,1,9000003,2000042,5,69.3,586.4488115,71.52628694
frkcy88gvw1dhybiazgfkfrkcy8ux3pq,1,5,10,1,7,2,2,4,2,1,4,9000013,2000378,6,85.5,234.4239849,113.5974039
fsheg0s8bdkiaatic3dt3fsheg0sfb02,1,2,3,2,8,1,1,0,4,0,3,9000005,2000125,6,94.9,646.4132979,89.33622132
ft8zgyevz300lyo412ft8zgye87a14o8,1,2,4,2,7,2,2,0,2,0,3,9000032,2000944,4,63,457.4045969,75.01260027
fukpoarevz994fgtxvfukpo9b1ot4qtb,2,6,2,3,8,2,2,5,8,3,1,9000009,2000276,5,90.2,360.3959185,81.460788
fuqinuwfa9tpuamuqfuqijcdpqfn12le,1,2,2,4,9,0,1,0,2,2,2,9000013,2000384,3,68.9,334.0730551,113.5974039
fuuoyxljob4xcsguzfuuolz09mkr6g00,2,8,3,4,8,1,1,4,2,0,1,9000025,2000741,3,91.2,428.2510822,102.9492058
fuv7h3qe4miigc33smbw0fuv7h3ua0pa,2,2,2,2,7,2,2,9,3,2,0,9000023,2000681,2,93.2,474.1098868,93.94595065
fv7jtbg34l8ogpy7fv7jttafmm3uvuan,2,3,6,4,7,2,2,0,2,1,0,9000022,2000649,3,85.7,364.2087794,107.0192611
fwaihzygd1tb02hq4fwaihyfrzzeiaj2,2,7,8,4,3,2,2,7,6,0,1,9000019,2000563,2,80.8,387.3530042,127.4397297
fwebweki2bmuv8pmowejfwebweyc6xf8,2,3,3,2,7,2,2,1,2,0,3,9000007,2000172,4,66.1,286.3614256,161.7785752
fwv61h89ummf4zuh0fwv6ij83hzftbue,1,3,6,4,2,2,1,6,4,2,0,9000030,2000875,3,78.8,154.3225881,106.554188
fwz14foelrqb3nui97fwz1pue32brgk6,1,2,6,4,8,2,2,0,5,0,5,9000005,2000099,6,91,823.9471287,89.33622132
fxeqyiqp3ghgw3nqfxqaynbt08nhze5y,1,7,3,3,9,2,2,0,2,0,1,9000019,2000557,3,86,377.2491965,127.4397297
fxzd7rv2pofj4puk4efxzd7dgjfp2cjj,2,6,2,3,7,1,2,0,8,0,0,9000003,2000033,8,90.3,263.6342935,71.52628694
g0kpx7ps7i0s8uplqmg0ka0emtcki7fq,2,2,4,1,6,1,2,0,5,0,4,9000032,2000936,5,66.2,408.9015291,75.01260027
g1s2tokkrg0a1k2i80rgg1s2tggs4u61,1,2,6,3,5,2,2,3,2,1,2,9000028,2000831,5,79.8,380.1352283,112.8953553
g2hgv8xupig1whyvg2hgq9qg9073usbi,1,7,3,1,7,2,1,2,5,0,4,9000021,2000608,5,78.2,388.9270424,73.10062573
g3xx7q15k13px5todm2x3fg3xx7q2kp6,1,2,7,4,5,2,2,0,5,0,4,9000031,2000911,3,79.1,489.4121318,82.92437534
g493xvgjf5vdlh8oxh0yjyg493xjg41x,1,2,7,1,8,1,1,0,2,0,0,9000009,2000276,5,90.2,360.3959185,81.460788
g4amengpvqg9ajjikohg4am7yerqdujy,2,3,8,1,7,2,1,0,4,0,3,9000007,2000184,4,43.9,220.1948865,161.7785752
g5rbfs0tjn30a5d616hlsg5rbfsedbnx,2,2,9,3,2,2,0,9,6,6,2,9000015,2000455,6,60.7,581.1251651,61.22939836
g6samt6i0vo63j99g6samlvlfbe8u65a,1,2,3,3,7,2,1,0,2,0,0,9000019,2000559,6,91,269.7703135,127.4397297
g6up3rpny4n3878mupg6up3rqpnxeunt,1,2,4,3,8,2,2,8,2,3,3,9000007,2000174,7,70.2,191.3376607,161.7785752
g752epdy9imbdcg6ivun6g752e9qjfek,1,2,3,1,8,1,2,0,2,0,4,9000014,2000430,6,83.5,478.9911174,110.3108459
g79qrrfq4duclcs4g79qwbrdb9tj6t9q,2,2,3,2,8,2,2,1,1,0,4,9000012,2000371,2,29.9,320.0387026,121.6670744
g7tozr7pkattypg7tvkyt3k7ui5u8973,2,2,6,3,4,2,2,7,0,0,3,9000014,2000397,5,80.4,165.8940487,110.3108459
g7wauvisaexv6lceofg7wause7g5ifyk,1,3,2,1,6,2,1,8,2,3,2,9000032,2000949,8,81.9,402.637321,75.01260027
g88ebouinpef9qhvhopg88ez2iu0vl7k,2,2,5,4,8,2,1,0,5,0,5,9000005,2000120,3,82.2,341.1166595,89.33622132
g8od7gali2g4xlzxnnrbg8oxjctypylc,1,2,5,1,7,2,1,0,2,0,5,9000033,2000972,4,38.4,336.0770795,372.933205
g9e4tlrw1951r3zkoqqg9e4tliznftr0,2,3,2,1,8,1,2,0,2,0,2,9000030,2000878,7,42.2,285.2304662,106.554188
g9mufk2slntmjcjbig9mufkb0eoulrta,1,7,10,4,4,2,2,9,4,4,1,9000022,2000638,2,80.1,217.2005439,107.0192611
g9ugl5ko0l8veuq1m31rvg9ugl5upvy0,2,4,5,4,8,1,2,0,5,0,5,9000009,2000258,4,91.2,435.8042976,81.460788
gak73ee0zl1pgtljeiyfggak73eymf9a,2,3,10,4,9,1,2,0,4,0,1,9000012,2000358,5,69.7,225.5575184,121.6670744
gaw41yyemcvzlzn5sl07xgaw410p3izy,2,2,4,3,4,2,2,8,2,2,2,9000031,2000905,4,93.2,249.9719801,82.92437534
gboha636h5kd5wanc9vdbgboha636urs,2,2,4,3,7,2,2,0,2,0,5,9000003,2000052,6,73.3,782.5918817,71.52628694
gbplqgenjh3fbm1qz2fgbplrs01ctf1p,1,5,12,1,8,0,2,4,4,1,1,9000016,2000485,9,90.5,292.9031911,73.74327005
gdcnsek3fynzkm3yh88sgdcnsekyepbk,2,3,8,4,10,0,2,0,6,0,0,9000018,2000531,4,79,376.6616313,85.64933259
gdng3xtigvy3tf4vgdng3o9uwp545oa2,1,2,7,4,7,2,2,4,7,0,2,9000033,2000976,5,51.6,426.6566447,372.933205
ge6owr37p37731fyokhtqge6owqhyrcd,1,5,10,2,7,0,1,0,4,2,4,9000004,2000086,9,97,234.7493332,64.46313682
getgjznljigiurgfcx0fgetgjzocwfd0,1,2,6,3,5,2,2,1,2,0,3,9000032,2000932,8,58.3,372.8135629,75.01260027
gf4wc3rpki5nwsvagf4w3hx5pa5znxdw,1,8,8,2,8,0,2,5,3,0,2,9000029,2000858,4,82.4,304.0914946,64.10579525
gfc8cydqrkk2u4ycfom8lgfc8cyddnxt,2,3,5,3,2,2,1,8,2,1,0,9000023,2006798,2,55.3,180.6842103,93.94595065
gg0rjtw5ag5j4rbgg0r0afjyhx4iuxvb,1,2,4,1,7,1,2,0,5,0,5,9000019,2000564,2,62.5,228.9779782,127.4397297
gg5cuzkhqzyti2l21gg5crgf660k4w0a,1,3,8,2,8,2,1,0,5,0,5,9000002,2000003,4,86,465.4614689,96.13295825
ghccyt297qbolhkxvsidpghccyt29hvh,0,2,5,4,8,0,2,0,2,1,0,9000012,2000366,3,87,179.2713245,121.6670744
gi9lgm8xupdyx79mtvojgi9lgmj1dxrv,1,7,5,2,7,2,2,1,3,2,1,9000030,2000891,6,48.2,272.7341456,106.554188
giavwmfmdglj7ykk5giavwm4iuq2ft7x,1,2,3,3,6,2,1,0,6,0,5,9000022,2000644,3,89.2,340.7671215,107.0192611
gjaxz70i5v1bingjax1wxxmkb9cxsi7d,1,8,7,2,5,2,2,7,1,1,1,9000018,2000528,2,60,283.4253062,85.64933259
gjlimepirfex6jsgjldxnlre3dgvyp7k,1,2,2,3,8,2,2,6,2,1,2,9000005,2000105,4,81.2,313.0249985,89.33622132
gjtslecs1q514qq6gjtd83bjaewe3073,2,2,7,2,5,2,2,6,5,3,3,9000007,2000191,6,41.7,461.1116671,161.7785752
gk1un2zngjgk1czodh95sj7ffcilhrvc,1,2,5,1,8,2,2,1,2,0,3,9000005,2000114,4,86.7,689.917067,89.33622132
gke5in1zbkipgkekzr4nn1pwalp9k9ow,1,7,8,1,4,2,2,5,4,0,5,9000008,2000215,3,74.5,716.0455818,87.80214462
gl6n3z6yuxucy432646qgl6n3zi48fbw,1,6,2,3,7,0,2,3,2,2,1,9000020,2000584,6,83,249.9183048,144.3589814
gl8syf6f989r4zquw4gl8r7nvz5315up,1,3,5,1,10,2,2,0,3,1,3,9000005,2000115,5,83,669.8191652,89.33622132
gm9v5v00uq8hg4ca65q6fw2kfsnok4ca,2,3,3,2,7,2,2,4,5,2,2,9000003,2000036,9,86.1,400.395446,71.52628694
gmut7mufrui0sozvrrygmut7mxm0uiea,1,5,9,2,4,0,2,3,5,6,2,9000014,2000430,6,83.5,478.9911174,110.3108459
go7alpblhj6sck03ag4go7alpougqlmy,1,2,5,3,9,2,2,0,2,0,4,9000032,2000945,3,74.2,220.0506887,75.01260027
go8f2dikhniwfscy47l8qgo8f2diw6z6,1,2,5,2,4,2,2,4,2,0,3,9000006,2000152,2,86.1,464.6573403,69.34413948
gokau2bn2501kn84kgokadobu3mj13rc,1,3,2,4,6,2,2,3,8,0,1,9000011,2006929,2,75.6,466.4038466,96.79696038
gpwe2d3yg21mx7qcbd9wegpwe2dtqwfi,1,2,5,4,8,1,2,0,5,0,5,9000022,2000648,2,84.5,237.3933704,107.0192611
gq4nmqjwcrok55uomzagq4nmq8bsdanv,1,2,2,4,7,2,2,5,2,0,4,9000030,2000871,2,70.6,258.2009172,106.554188
gr0dfmn65x4m8ic4gr0df3s1gq9d9je6,1,2,10,1,10,0,2,0,4,1,0,9000024,2000692,10,79.5,463.3952525,64.7356604
gr246m60d2euh48q21gr246m6gf7d18s,1,2,7,1,8,1,2,0,5,0,5,9000026,2000764,7,86.6,416.2383848,78.28836493
gr924tx9yxfisgvxfgr924t4ctyrkrqm,1,8,3,1,5,2,2,8,3,4,0,9000006,2000135,4,77.6,281.0933161,69.34413948
gs0zznbsnyl9mb38togs0zhfyq14y2rm,2,8,6,4,7,0,2,7,3,1,1,9000005,2000103,3,74.2,421.5310456,89.33622132
gvw2fpghvnff7i30iigvw2f3lfwagwz6,1,2,6,1,7,2,1,0,2,0,5,9000027,2000804,10,81.7,295.710416,59.12433069
gwhsnrgy6zjwgwhstuqjaaof5gg41a4e,1,2,6,2,8,0,2,0,4,0,3,9000023,2000678,4,83.1,478.3343071,93.94595065
gwuky2wguyhbg6f4ougwuky2xr0q4b5o,1,3,4,4,2,0,2,9,8,5,2,9000013,2000387,7,66.5,411.0264496,113.5974039
gww05ofgd109t2au93pgww05ulbjglxj,1,2,3,3,8,0,2,0,2,0,5,9000028,2000812,5,57.7,136.2703837,112.8953553
