#,Gender,Age_range,Household_type,Life_satisfaction,Isolation_score,Social_support_score,food_security_score,Housing_tenure_group,fuel-security_score,Work_Schedule,Income,lad_code,msoa_code,imd_decile,crime_rate_per_1000,green_space_pct,park_distance_m
dsiv792zd828co5y1dv3dsiv7sdpns3m,Male,16 to 19,Living on my own (NO children or children have left home),8,1,2,5,Living in student accommodation/ student halls,3,Student,"£14,901- £24,300 p.a.",E09000033,E02000978,6,372.93320499747455,70.19999999999999,220.05690784051671
dtf2hkw00bz5dx0gjredtf2hkwl1grcp,Female,40 to 44,Living with partner/ spouse (NO children or children have left home),7,2,1,0,Buying the house on a mortgage,0,Working full-time,Prefer not to say,E09000015,E02000436,10,61.229398357595265,95.19999999999999,1188.0048936912724
dvmvvdb89yg9bkpd1dvmvvlqwtedrkyb,Female,25 to 29,"Living with other adults that are non-family members, such as friends/ flatmates",6,2,1,0,Renting from private landlord,0,Working full-time,"£37,901- £58,900 p.a.",E09000028,E02000818,3,112.89535525791995,77.7,166.8381638378371
dw4odu6od1ur9l999606bu9mdw4odu6l,Female,30 to 34,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",7,2,2,0,Owning the house outright,0,Working full-time,"More than £58,900 p.a.",E09000018,E02000533,7,85.64933258699376,86.5,654.3968881818179
dw55ifpw1h855adw5p6tl2g64islqryl,Male,25 to 29,Living with partner/ spouse (NO children or children have left home),9,0,1,8,Renting from private landlord,4,Working full-time,"£14,901- £24,300 p.a.",E09000025,E02000735,3,102.94920578921285,91.7,397.2139039759033
dx59rwr6eef9de9xdx5cvmkx1ado0yiu,Female,25 to 29,Living with partner/ spouse (NO children or children have left home),4,2,2,9,Renting from private landlord,3,Working full-time,"£24,301- £37,900 p.a.",E09000031,E02000905,4,82.92437534381423,93.2,249.9719800833331
dxftlabyllyii45dxftled8vkxw2xntg,Male,25 to 29,"Living with other adults that are non-family members, such as friends/ flatmates",7,2,1,7,Renting from private landlord,0,Unemployed,"£14,901- £24,300 p.a.",E09000025,E02000719,2,102.94920578921285,86,285.9620553749997
e062x45nai3x6rofhsfa6e062x4wcawl,Female,45 to 49,Living with partner/ spouse (NO children or children have left home),8,2,2,0,Owning the house outright,0,Working full-time,"More than £58,900 p.a.",E09000010,E02000299,3,92.56137264603299,93.2,351.4316315646252
e06848hltpfwsmpjkfibne0684aklu15,Female,30 to 34,Living with partner/ spouse (NO children or children have left home),7,2,1,0,Renting from private landlord,0,Working part-time,"£14,901- £24,300 p.a.",E09000030,E02000864,2,106.55418799829552,63.800000000000004,310.18823002643154
e1xcnx3o060sugdhuvshjne1xcnx8mzq,Female,20 to 24,"Living with other adults that are non-family members, such as friends/ flatmates",8,0,2,0,Renting from private landlord,0,Working full-time,"£24,301- £37,900 p.a.",E09000019,E02000566,6,127.43972968296039,86.2,126.9061470946743
e2cvrzsj4r1mxfte22knxkgwdr3v6xl1,Female,20 to 24,Living with partner/ spouse (NO children or children have left home),6,2,1,1,Renting from private landlord,0,Working part-timeStudent,"£24,301- £37,900 p.a.",E09000005,E02000123,3,89.33622132404018,86.5,375.4397862321425
e3r0fgc9sp539bume3r0fg90r1ik404o,Female,20 to 24,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",5,2,1,4,Renting from private landlord,2,Working part-time,"Less than £14,900 p.a.",E09000032,E02000934,6,75.0126002708299,87,374.2086874019133
e512axxc85m8f0ljy5e512axi3oiez5d,Female,35 to 39,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",7,2,2,0,Renting from private landlord,0,Working part-time,"More than £58,900 p.a.",E09000019,E02000573,5,127.43972968296039,65.5,197.9961132326385
e6ap43kt4tyl4s8o8hshoe6ap439acqo,Male,50 to 54,Living with partner/ spouse (NO children or children have left home),8,0,0,0,Owning the house outright,0,Working full-time,"£24,301- £37,900 p.a.",E09000010,E02000301,1,92.56137264603299,83.6,557.9546813559318
e6ya3qjy85nensjk6e6yav7ghjxh72zf,Male,60 to 64,Living with partner/ spouse (NO children or children have left home),8,1,2,0,Buying the house on a mortgage,0,Retired,"£37,901- £58,900 p.a.",E09000003,E02000033,8,71.52628693518058,90.3,263.6342934782609
e9q73ufh5ivsgsil3sde9q73uf24w2uf,Female,25 to 29,Living with partner/ spouse (NO children or children have left home),5,1,1,0,Renting from private landlord,1,Working full-time,"More than £58,900 p.a.",E09000018,E02000539,6,85.64933258699376,82.8,372.63828257209235
ea0d4un8z83odaea0d4une3a3of3wyb0,Female,25 to 29,"Living with other adults that are non-family members, such as friends/ flatmates",7,1,1,0,Renting from private landlord,2,Working full-time,"£24,301- £37,900 p.a.",E09000028,E02000827,4,112.89535525791995,60.8,302.241137922374
ebgazx5c75imuymrebgaz4lbtk44wv5d,Female,50 to 54,Living with partner/ spouse (NO children or children have left home),3,2,1,0,Living in rented accommodation from Housing Association,1,Working full-time,"£37,901- £58,900 p.a.",E09000024,E02000698,8,64.73566039577726,92.80000000000001,428.35875015300525
ee4frat9x2gakz55ee4fr0qwj2palor3,Female,20 to 24,"Living with other adults that are non-family members, such as friends/ flatmates",8,1,2,9,Living in rented accommodation from Housing Association,3,Working full-time,"£14,901- £24,300 p.a.",E09000006,E02000140,2,69.34413947690096,92,311.68157919047565
eecl5hxe7pzgszbm7yeecl5hmw974g0e,Female,35 to 39,Living on my own (NO children or children have left home),8,1,1,0,Buying the house on a mortgage,0,Working full-time,"£24,301- £37,900 p.a.",E09000005,E02000121,4,89.33622132404018,75.6,660.2063294578306
eenayaw4vxkp4m6hneenagw3jz05egps,Female,25 to 29,Living with partner/ spouse (NO children or children have left home),10,1,1,1,Renting from private landlord,0,Not working- looking after house/ children,Prefer not to say,E09000013,E02000386,4,113.59740385755717,77.9,250.12920547794087
ef7aw8xg1lsh07rvtkef7aw8xgbowqou,Female,35 to 39,Living with partner/ spouse (NO children or children have left home),10,0,2,0,Buying the house on a mortgage,1,Working full-time,"More than £58,900 p.a.",E09000026,E02000764,9,78.28836492624754,86.6,416.2383847633925
eh31nzyopys95cfgerteh31nz7h63iti,Male,30 to 34,"Living with other adults that are non-family members, such as friends/ flatmates",5,2,2,7,Renting from private landlord,0,Working full-time,"£14,901- £24,300 p.a.",E09000018,E02000551,5,85.64933258699376,76.9,287.6973545911943
ehx9o3kvnkxvwx9oivehx9of19xdhjy8,Female,25 to 29,Living with partner/ spouse (NO children or children have left home),7,2,2,0,Living in student accommodation/ student halls,1,Student,"£37,901- £58,900 p.a.",E09000003,E02000035,5,71.52628693518058,71.89999999999999,304.4400930232558
eiozdobormjm5rp8sznhcpeiozd43h52,Female,25 to 29,Living on my own (NO children or children have left home),4,2,1,8,Renting from private landlord,1,Student,"£14,901- £24,300 p.a.",E09000014,E02000403,4,110.31084588034891,93.60000000000001,163.49756623076868
ej5yx8p4du89swsdx8zej5y505ik3jmm,Male,45 to 49,Living on my own (NO children or children have left home),5,2,1,8,Living in rented accommodation arranged by the Local Authority,4,Not working- long term sick or disabled,"Less than £14,900 p.a.",E09000030,E02000887,2,106.55418799829552,68.2,215.18499394512162
ek9rh1ln6by4arjjqc83ek9rh1gnnnfe,Male,70 to 74,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",9,0,2,0,Owning the house outright,0,Retired,Prefer not to say,E09000023,E02000685,3,93.94595064593693,78,249.4424464722218
eka0mxqxje92ojw7oeka0my67qybov4y,Female,55 to 59,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",8,2,2,0,Buying the house on a mortgage,1,Working full-time,"£24,301- £37,900 p.a.",E09000015,E02000449,5,61.229398357595265,93.89999999999999,674.7629060869558
ekgwf0xaedndc9x8ekgw24nweuj6lm1u,Male,55 to 59,Living on my own (NO children or children have left home),5,2,1,2,Renting from private landlord,0,Unemployed,"£14,901- £24,300 p.a.",E09000007,E02000186,2,161.7785752076001,57.699999999999996,235.5808183097343
ekk5g0m23hp1ik0riekk5sr2iiksn4r3,Female,50 to 54,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",8,1,2,0,Owning the house outright,0,Working full-time,"£37,901- £58,900 p.a.",E09000022,E02000630,2,107.01926113040733,77.5,258.49169319892405
encarrbd5m8wfpjlio9qencarrbdf03f,Non binary/ other,16 to 19,"Living with other adults that are non-family members, such as friends/ flatmates",6,2,2,8,Living in student accommodation/ student halls,1,Student,Prefer not to say,E09000005,E02000097,5,89.33622132404018,96.39999999999999,221.57354105813917
eooyqwu5ae4vpab6xeoo4yievfufam98,Female,30 to 34,Living with partner/ spouse (NO children or children have left home),7,2,1,0,Living in rented accommodation arranged by the Local Authority,0,Working part-timeStudent,"£37,901- £58,900 p.a.",E09000005,E02000117,2,89.33622132404018,86.7,427.6443797512432
ep5odub3rl2y4hep5q5bjv3utl3zo7e6,Female,25 to 29,Living with partner/ spouse (NO children or children have left home),9,1,2,0,Renting from private landlord,0,Working full-time,"More than £58,900 p.a.",E09000030,E02000891,5,106.55418799829552,48.199999999999996,272.7341455527152
epp18fdmpqohadlaaepp18if9z2apox9,Female,35 to 39,"Living with other adults that are non-family members, such as friends/ flatmates",6,2,1,9,Renting from private landlord,0,Working full-time,Prefer not to say,E09000031,E02000911,3,82.92437534381423,79.10000000000001,489.41213178452995
epvpybsdnxd9frqvaqf6epvpydjy4rby,Female,40 to 44,Living on my own (NO children or children have left home),8,0,2,0,Buying the house on a mortgage,0,Working part-time,"More than £58,900 p.a.",E09000030,E02000869,2,106.55418799829552,52.5,109.28376700854668
eqtxow15l7g2k6miu0mk8eqtxc2uikbs,Female,25 to 29,"Living with other adults that are non-family members, such as friends/ flatmates",8,1,2,0,Renting from private landlord,0,Working full-time,"£24,301- £37,900 p.a.",E09000024,E02000692,8,64.73566039577726,79.5,463.3952524836061
eqxmzj01z7xfxjhaceqxmzxjf9mk9tmk,Male,25 to 29,Living with partner/ spouse (NO children or children have left home),5,2,2,0,Living in rented accommodation from Housing Association,1,Working full-time,"More than £58,900 p.a.",E09000033,E02000961,4,372.93320499747455,68.5,503.0448939032253
erzkfwzbtcgdy6uy1iaoaruyerzkfwzb,Male,30 to 34,Living on my own (NO children or children have left home),8,1,2,0,Renting from private landlord,0,Working full-time,"£37,901- £58,900 p.a.",E09000022,E02000646,5,107.01926113040733,75.1,571.9267401860459
es8wkvfqfi08ipkcses8wkt0ojxe3nrh,Female,30 to 34,"Living with other adults that are non-family members, such as friends/ flatmates",5,1,2,4,Renting from private landlord,3,Working full-time,"£24,301- £37,900 p.a.",E09000013,E02000379,8,113.59740385755717,71.39999999999999,162.40073900826425
esx22p9ii3kjp8k1mzhyd7cesx22p2ty,Male,30 to 34,"Living with other adults that are non-family members, such as friends/ flatmates",8,0,1,9,Renting from private landlord,0,Working full-time,"More than £58,900 p.a.",E09000028,E02000812,5,112.89535525791995,57.699999999999996,136.27038369658104
etcnt6fi9gcf0x8zivcetcnt6tzz3dcp,Female,30 to 34,"Living with other adults that are non-family members, such as friends/ flatmates",1,2,1,9,Renting from private landlord,1,Unemployed,"Less than £14,900 p.a.",E09000014,E02000407,2,110.31084588034891,90.7,284.57518858490533
ethx25zwyjdfiqutkmethx2scd3lxcga,Female,40 to 44,Living with partner/ spouse (NO children or children have left home),4,1,2,0,Buying the house on a mortgage,0,"Freelancing but struggling to find work (at times, for months). Relying on savings and my partner's wage for now.","More than £58,900 p.a.",E09000009,E02000252,3,81.46078799553669,65.5,504.3724199413676
eu704gubqbnc5ez211eeu704gm4rslsu,Female,45 to 49,Living on my own (NO children or children have left home),8,2,2,0,Living in a night shelter/ hostel,0,Working part-time,"£24,301- £37,900 p.a.",E09000028,E02006802,2,112.89535525791995,57.49999999999999,228.91525621491172
eublrc89czph9g5eubl0am1tmnt8dxsu,Female,30 to 34,Living with partner/ spouse (NO children or children have left home),7,1,2,0,Renting from private landlord,0,Working full-time,Prefer not to say,E09000031,E02000910,4,82.92437534381423,78.2,405.58892635135106
eup9aml4fp3i3t8z2yeup917asyun5mm,Female,25 to 29,Living on my own (NO children or children have left home),4,2,1,8,Living in a night shelter/ hostel,4,Unemployed,"Less than £14,900 p.a.",E09000033,E02000973,4,372.93320499747455,87.3,578.6153528143707
evguj6d5vz7nnmoz4jevguj3bg3ez0w8,Female,45 to 49,Living on my own (NO children or children have left home),5,0,2,2,Buying the house on a mortgage,4,Working full-time,"£37,901- £58,900 p.a.",E09000024,E02000691,9,64.73566039577726,85.6,312.9498368512396
ewr5737g46i6egp01sdwxietfrl5ha7g,Female,65 to 69,Living on my own (NO children or children have left home),7,1,1,0,Owning the house outright,2,Retired,"Less than £14,900 p.a.",E09000005,E02000104,4,89.33622132404018,85.9,454.26259602586185
eyho023augckcz9vaeyho023a309v54k,Male,16 to 19,Living on my own (NO children or children have left home),2,2,0,8,Living in rented accommodation from Housing Association,5,Student,"Less than £14,900 p.a.",E09000014,E02006794,2,110.31084588034891,73.2,400.3883994461532
eyt40m8efzd6j5woiqm3speyt40m6omj,Female,35 to 39,Living with partner/ spouse (NO children or children have left home),10,1,2,0,Buying the house on a mortgage,0,Working full-time,"More than £58,900 p.a.",E09000012,E02000352,3,121.66707436399217,75.8,208.14378627049157
ezqaursc2gydmggxkhhtkezqauadbbaf,Female,25 to 29,Living on my own (NO children or children have left home),7,2,0,7,,0,Can't work,"Less than £14,900 p.a.",E09000033,E02000975,9,372.93320499747455,77.60000000000001,413.5411479999996
f1mcnn95ljzp9ak3jg5300if1mcnnhdx,Female,30 to 34,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",5,1,2,5,Renting from private landlord,1,Working full-time,"£24,301- £37,900 p.a.",E09000022,E02000650,5,107.01926113040733,88.2,296.2617712187496
f2sdg43xay8dkwsmmh1f2sd8w1xx5ycx,Female,20 to 24,Living on my own (NO children or children have left home),9,1,2,0,Renting from private landlord,0,Student,Prefer not to say,E09000019,E02000555,3,127.43972968296039,86.5,219.20242182051246
f2y3jq2qlpixvd3gshzxf0ixvlzbg1u5,Male,16 to 19,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",1,2,1,0,,1,Working full-time,"£24,301- £37,900 p.a.",E09000026,E02000769,7,78.28836492624754,80.9,434.8639260480762
f33hrk33siu62h6lafsnyf33z8pegkxn,Female,35 to 39,Living with partner/ spouse (NO children or children have left home),5,2,1,1,,1,Apprentice,"Less than £14,900 p.a.",E09000025,E02000737,3,102.94920578921285,93.89999999999999,261.5263798496729
f37kzfpuc7suauv3bf37vrg5a26ar8rl,Female,50 to 54,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",8,0,2,0,Renting from private landlord,1,Working part-time,Prefer not to say,E09000026,E02000759,7,78.28836492624754,83.7,295.462351934343
f389ny23lgj01ok2em1qf389n57ojbz7,Female,20 to 24,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",6,2,2,0,Owning the house outright,2,Working full-time,"£24,301- £37,900 p.a.",E09000015,E02000453,7,61.229398357595265,81.5,971.8237913636326
f3k4670mtvlh79070bsf3k4670r0crdm,Female,20 to 24,Living with partner/ spouse (NO children or children have left home),8,1,2,4,Living in rented accommodation arranged by the Local Authority,0,Unemployed,Prefer not to say,E09000022,E02000643,3,107.01926113040733,88.1,442.0001257727268
f41wq4y8pzouyjie5mh7f41wq4ymqq1y,Female,35 to 39,"Living with other adults that are non-family members, such as friends/ flatmates",6,2,1,0,Renting from private landlord,0,Working full-time,Prefer not to say,E09000030,E02000894,7,106.55418799829552,62.3,427.5065193918917
f4jmzn0zo9uucbkbh52ubf4jmzpeaa97,Male,70 to 74,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",9,0,2,0,Owning the house outright,0,Retired,"£24,301- £37,900 p.a.",E09000021,E02000606,7,73.1006257318934,71.39999999999999,310.67220333421733
f5k3cj2bjysvkf53b5w6vkze294joggx,Male,45 to 49,Living with partner/ spouse (NO children or children have left home),5,0,2,4,Living in rented accommodation arranged by the Local Authority,2,Unemployed,Prefer not to say,E09000022,E02000632,5,107.01926113040733,91.5,533.0982935326082
f61bh9ye0qa4dnbi5f61bhlnr1bp4qby,Male,30 to 34,Living with partner/ spouse (NO children or children have left home),6,1,1,4,Renting from private landlord,1,Working full-time,Prefer not to say,E09000030,E02000878,7,106.55418799829552,42.199999999999996,285.23046621755657
f6mvtwayvvnq0xwhf6mskxip4zi5z55l,Female,30 to 34,Living with partner/ spouse (NO children or children have left home),6,2,2,0,Buying the house on a mortgage,0,Working full-time,"More than £58,900 p.a.",E09000007,E02000170,4,161.7785752076001,90.3,388.9405611136359
f7rpacplyyslbhb9irihi2gf7rpaa6p6,Female,45 to 49,"Living with other adults that are non-family members, such as friends/ flatmates",8,2,1,5,Renting from private landlord,0,Working full-time,Prefer not to say,E09000028,E02000821,2,112.89535525791995,51,145.28192098888834
fb5sult5b63g9dfp5095fb5sulttuhuo,Female,70 to 74,Living with partner/ spouse (NO children or children have left home),9,2,2,0,Owning the house outright,0,Working part-time,Prefer not to say,E09000010,E02000289,9,92.56137264603299,97.5,572.1125942281876
fd0o5od7tyf9lghafd0o5oftgmq354n8,Female,30 to 34,Living with partner/ spouse (NO children or children have left home),7,2,1,8,Renting from private landlord,5,Working full-time,"£14,901- £24,300 p.a.",E09000009,E02000241,4,81.46078799553669,87.1,415.90098258474535
fdkowb63bw9pjqt9fdkowwe3d8b2eog4,Female,40 to 44,Living on my own (NO children or children have left home),4,2,2,0,,0,Working full-time,"£24,301- £37,900 p.a.",E09000014,E02000420,2,110.31084588034891,77.3,278.9395101461536
fdncxeaty4a4g8s1b0t3gfdncxeazzdb,Female,35 to 39,Living on my own (NO children or children have left home),4,2,2,2,Renting from private landlord,3,Not working- long term sick or disabled,Prefer not to say,E09000007,E02000171,6,161.7785752076001,78.8,290.83921795744635
fdqd0nmmdy6d9l793tufdqdrostibke9,Female,20 to 24,Living on my own (NO children or children have left home),3,2,1,9,Living in rented accommodation arranged by the Local Authority,5,UnemployedNot working- long term sick or disabled,"Less than £14,900 p.a.",E09000029,E02000851,2,64.10579524758313,56.699999999999996,296.86904816728594
fefqvs2vuwhjw2h615nbwzfefqvs3tx3,Female,75 to 79,Living on my own (NO children or children have left home),7,2,2,0,Owning the house outright,0,Retired,Prefer not to say,E09000027,E02000798,5,59.12433069454052,94.3,279.528364515789
feu23hjgo8uesc3xfsv4h7feu23hjz2b,Female,20 to 24,Living with partner/ spouse (NO children or children have left home),8,2,1,7,Renting from private landlord,2,Working part-time,"Less than £14,900 p.a.",E09000031,E02000914,2,82.92437534381423,75,182.51171889864852
ffgehsjqpwi9wlz6ddlttwffgehsoggs,Female,50 to 54,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",6,0,2,1,Buying the house on a mortgage,1,Not working- looking after house/ children,Prefer not to say,E09000010,E02000304,8,92.56137264603299,95.89999999999999,282.67684097916623
ffnrs0o8vbwo44ckcffn6youranbiqro,Female,30 to 34,Living on my own (NO children or children have left home),3,2,0,7,Living in rented accommodation arranged by the Local Authority,2,Working full-time,"£24,301- £37,900 p.a.",E09000033,E02000968,1,372.93320499747455,59.5,212.6461234374995
fft2xs810nfx7igasbxgkfft2xs8fze3,Female,16 to 19,"Living with other adults that are non-family members, such as friends/ flatmates",7,2,2,0,Renting from private landlord,3,Student,"Less than £14,900 p.a.",E09000007,E02000191,6,161.7785752076001,41.699999999999996,461.1116670987422
fg5e07tzje2bok8okfg5e9zya7ajwlck,Female,30 to 34,Living with partner/ spouse (NO children or children have left home),9,1,2,1,Buying the house on a mortgage,1,Working full-time,"More than £58,900 p.a.",E09000003,E02000054,4,71.52628693518058,71.89999999999999,242.34076470588232
fggv4jb5u90uqq9q6p6fggv4jb80x6ta,Female,20 to 24,"Living with other adults that are non-family members, such as friends/ flatmates",6,2,1,7,Renting from private landlord,4,Working full-time,"More than £58,900 p.a.",E09000025,E02000721,2,102.94920578921285,82.69999999999999,530.9984957303369
fgzg6pt3uncky4is6baqqfgzg65gs5qt,Female,25 to 29,"Living with other adults that are non-family members, such as friends/ flatmates",9,1,2,0,Renting from private landlord,0,Working full-time,"More than £58,900 p.a.",E09000024,E02000693,7,64.73566039577726,77.5,220.87618685526266
fhqcb8lly4ttkmv81axlwfhqcb89hcft,Prefer not to say,20 to 24,"Living with other adults that are non-family members, such as friends/ flatmates",8,0,1,0,Renting from private landlord,0,Working full-timeStudent,"£14,901- £24,300 p.a.",E09000013,E02000383,7,113.59740385755717,74.4,195.0558594575158
fjdgx17tvyokcbnfjdg3s5gozp5wf9po,Male,20 to 24,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",6,2,0,7,Living in rented accommodation arranged by the Local Authority,4,UnemployedStudent,"Less than £14,900 p.a.",E09000026,E02000779,4,78.28836492624754,91,391.63119993999936
fjn9h3rqxpp88fj02hli8fjqasb2eodj,Female,45 to 49,Living on my own (NO children or children have left home),8,2,1,0,Owning the house outright,0,Working full-time,"More than £58,900 p.a.",E09000016,E02000466,3,73.74327004817229,95.1,315.2874365620908
fktad062wsv35k2cbcljfktadtcchbna,Female,35 to 39,Living with partner/ spouse (NO children or children have left home),6,2,1,0,Buying the house on a mortgage,0,Working full-time,Prefer not to say,E09000026,E02006925,8,78.28836492624754,93.89999999999999,331.80679005851016
fmlkhmtsbe2xqyh2ydxwpzfmlkhmxgaw,Female,35 to 39,Living with partner/ spouse (NO children or children have left home),9,0,1,0,Renting from private landlord,0,Working full-time,"More than £58,900 p.a.",E09000031,E02000914,2,82.92437534381423,75,182.51171889864852
fmnsuk7714rwnoe15fmnsukpf0vu2yvu,Male,30 to 34,Living with partner/ spouse (NO children or children have left home),7,2,2,0,Buying the house on a mortgage,2,Working full-time,"More than £58,900 p.a.",E09000032,E02000941,6,75.0126002708299,93.89999999999999,309.0265187709493
fp1z89rbyvun4rrirby7hfp1z89w6m11,Female,25 to 29,Living on my own (NO children or children have left home),8,0,2,0,Renting from private landlord,0,Working full-time,"£24,301- £37,900 p.a.",E09000007,E02000174,4,161.7785752076001,70.19999999999999,191.33766065333285
fpg6nmskwil39ng3fpg6nmndelvwxyui,Female,30 to 34,Living with partner/ spouse (NO children or children have left home),8,2,2,1,Renting from private landlord,0,Working full-time,"£24,301- £37,900 p.a.",E09000003,E02000060,6,71.52628693518058,83.39999999999999,366.3997512437811
fpqha2fl6yzs8boxfpqha9nlnnzgkjhd,Female,40 to 44,Living with partner/ spouse (NO children or children have left home),9,0,2,0,Buying the house on a mortgage,0,Working full-time,"More than £58,900 p.a.",E09000008,E02000196,6,87.80214462188941,86.3,202.81692330303005
fpuder3iagqzhdnrfpudync70thgpqm0,Female,60 to 64,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",7,2,2,2,Owning the house outright,0,Not working- looking after house/ children,Prefer not to say,E09000027,E02000806,10,59.12433069454052,91.4,469.27932149166617
fqc33337syjpxl0vlmcfqc33gkfz1hre,Female,30 to 34,Living with partner/ spouse (NO children or children have left home),8,0,2,0,Buying the house on a mortgage,0,Working full-time,"More than £58,900 p.a.",E09000029,E02000846,7,64.10579524758313,95.8,335.5428836465513
fqx3j0cvw27o81px4qbfqx3j0jeq79fb,Female,20 to 24,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",5,0,1,0,Temporarily living with friends and/ or family while attempting to find permanent accommodation,0,Student,"Less than £14,900 p.a.",E09000003,E02000042,5,71.52628693518058,69.3,586.4488114754099
frkcy88gvw1dhybiazgfkfrkcy8ux3pq,Female,60 to 64,Living with partner/ spouse (NO children or children have left home),7,2,2,4,Renting from private landlord,1,Retired,"£37,901- £58,900 p.a.",E09000013,E02000378,6,113.59740385755717,85.5,234.42398489795912
fsheg0s8bdkiaatic3dt3fsheg0sfb02,Female,25 to 29,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",8,1,1,0,Owning the house outright,0,Working full-time,"£24,301- £37,900 p.a.",E09000005,E02000125,6,89.33622132404018,94.89999999999999,646.4132978749997
ft8zgyevz300lyo412ft8zgye87a14o8,Female,30 to 34,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",7,2,2,0,Renting from private landlord,0,Working full-time,"£24,301- £37,900 p.a.",E09000032,E02000944,4,75.0126002708299,63,457.4045969444443
fukpoarevz994fgtxvfukpo9b1ot4qtb,Male,20 to 24,"Living with other adults that are non-family members, such as friends/ flatmates",8,2,2,5,Living in student accommodation/ student halls,3,Student,"Less than £14,900 p.a.",E09000009,E02000276,5,81.46078799553669,90.2,360.39591854838676
fuqinuwfa9tpuamuqfuqijcdpqfn12le,Female,20 to 24,Living on my own (NO children or children have left home),9,0,1,0,Renting from private landlord,2,Working full-timeStudent,"£14,901- £24,300 p.a.",E09000013,E02000384,3,113.59740385755717,68.89999999999999,334.073055056521
fuuoyxljob4xcsguzfuuolz09mkr6g00,Male,25 to 29,Living on my own (NO children or children have left home),8,1,1,4,Renting from private landlord,0,Not working- long term sick or disabled,"Less than £14,900 p.a.",E09000025,E02000741,3,102.94920578921285,91.2,428.25108220930167
fuv7h3qe4miigc33smbw0fuv7h3ua0pa,Male,20 to 24,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",7,2,2,9,Living in rented accommodation from Housing Association,2,Working full-time,Prefer not to say,E09000023,E02000681,2,93.94595064593693,93.2,474.1098867938928
fv7jtbg34l8ogpy7fv7jttafmm3uvuan,Male,40 to 44,Living on my own (NO children or children have left home),7,2,2,0,Renting from private landlord,1,Working part-time,Prefer not to say,E09000022,E02000649,3,107.01926113040733,85.7,364.20877941916126
fwaihzygd1tb02hq4fwaihyfrzzeiaj2,Male,50 to 54,Living on my own (NO children or children have left home),3,2,2,7,Temporarily living with friends and/ or family while attempting to find permanent accommodation,0,Unemployed,"Less than £14,900 p.a.",E09000019,E02000563,2,127.43972968296039,80.80000000000001,387.3530042214282
fwebweki2bmuv8pmowejfwebweyc6xf8,Male,25 to 29,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",7,2,2,1,Renting from private landlord,0,Working part-timeStudent,"£24,301- £37,900 p.a.",E09000007,E02000172,4,161.7785752076001,66.10000000000001,286.36142564550215
fwv61h89ummf4zuh0fwv6ij83hzftbue,Female,40 to 44,Living on my own (NO children or children have left home),2,2,1,6,Owning the house outright,2,Zero hour contract,Prefer not to say,E09000030,E02000875,3,106.55418799829552,78.8,154.3225881197911
fwz14foelrqb3nui97fwz1pue32brgk6,Female,40 to 44,Living on my own (NO children or children have left home),8,2,2,0,Buying the house on a mortgage,0,Working full-time,"More than £58,900 p.a.",E09000005,E02000099,6,89.33622132404018,91,823.947128730158
fxeqyiqp3ghgw3nqfxqaynbt08nhze5y,Female,25 to 29,"Living with other adults that are non-family members, such as friends/ flatmates",9,2,2,0,Renting from private landlord,0,Unemployed,"Less than £14,900 p.a.",E09000019,E02000557,3,127.43972968296039,86,377.24919648795117
fxzd7rv2pofj4puk4efxzd7dgjfp2cjj,Male,20 to 24,"Living with other adults that are non-family members, such as friends/ flatmates",7,1,2,0,Living in student accommodation/ student halls,0,Student,Prefer not to say,E09000003,E02000033,8,71.52628693518058,90.3,263.6342934782609
g0kpx7ps7i0s8uplqmg0ka0emtcki7fq,Male,30 to 34,Living with partner/ spouse (NO children or children have left home),6,1,2,0,Buying the house on a mortgage,0,Working full-time,"£37,901- £58,900 p.a.",E09000032,E02000936,5,75.0126002708299,66.2,408.9015290663499
