#,Gender,Age_range,Household_type,Life_satisfaction,Isolation_score,Social_support_score,food_security_score,Housing_tenure_group,fuel-security_score,Work_Schedule,Income,lad_code,msoa_code,imd_decile,crime_rate_per_1000,green_space_pct,park_distance_m
g3gnxcrp17rhyuhqnjg3gnxyxgpvae4a,Male,30 to 34,Living with partner/ spouse/ older relative WITH children under 18,6,2,2,0,Renting from private landlord,0,Working full-time,"More than £58,900 p.a.",E09000009,E02000256,4,81.46078799553669,74,373.14595774545404
g549kqjsxdhh82ulonl6g54wn02yzavv,Female,35 to 39,Living with partner/ spouse/ older relative WITH children under 18,3,1,2,0,Buying the house on a mortgage,0,Working full-time,Prefer not to say,E09000028,E02000819,3,112.89535525791995,69.6,203.79246027083283
gaayvnxg4yxanre5vgaayvz5jqahetxf,Male,50 to 54,Living with partner/ spouse/ older relative WITH children under 18,6,0,2,0,Owning the house outright,1,Working full-time,"More than £58,900 p.a.",E09000028,E02000825,2,112.89535525791995,70.7,282.0495154430374
gcjy8valb8v91q2qf5wgcjy8vsy2bbct,Female,55 to 59,Living on my own WITH children under 18,7,0,2,0,Owning the house outright,0,Working part-time,Prefer not to say,E09000024,E02000689,6,64.73566039577726,73.1,814.7140227536227
gd7slgnytzh3ig3yvgd7slfffcofljjd,Female,30 to 34,Living with partner/ spouse/ older relative WITH children under 18,9,2,2,0,Buying the house on a mortgage,0,Not working- looking after house/ children,"More than £58,900 p.a.",E09000009,E02000276,7,81.46078799553669,90.2,360.39591854838676
gd8ipwwbglre39jilh8nnhxgd8ipjszi,Male,35 to 39,Living with partner/ spouse/ older relative WITH children under 18,9,0,2,0,Buying the house on a mortgage,0,Working full-time,"More than £58,900 p.a.",E09000024,E02000689,10,64.73566039577726,73.1,814.7140227536227
ge4lmi8el208hqlqj1dge4lmiobbnskr,Female,40 to 44,Living with partner/ spouse/ older relative WITH children under 18,7,1,2,0,Owning the house outright,0,Working part-time,"More than £58,900 p.a.",E09000032,E02000932,9,75.0126002708299,58.3,372.8135629499995
gnizimodwev7dh3j0dazgngnizim10u5,Male,30 to 34,Living with partner/ spouse/ older relative WITH children under 18,8,0,2,0,Buying the house on a mortgage,0,Working full-time,Prefer not to say,E09000023,E02000675,7,93.94595064593693,89.4,293.9610116301366
goet38qblinjscq2d4dgoet38mk92qpt,Female,30 to 34,Living with partner/ spouse/ older relative WITH children under 18,9,0,2,0,Buying the house on a mortgage,0,Working full-time,"More than £58,900 p.a.",E09000028,E02000836,5,112.89535525791995,94.3,403.6069804651161
gogsswhhu65zeu8hngj8gogsswutw90c,Male,35 to 39,Living with partner/ spouse/ older relative WITH children under 18,7,1,2,0,Renting from private landlord,0,Working part-timeStudent,"£37,901- £58,900 p.a.",E09000007,E02000190,6,161.7785752076001,39.300000000000004,150.64554613419884
gtfd72tzluuszrigtfd71mh48o2n317n,Female,45 to 49,Living with partner/ spouse/ older relative WITH children under 18,9,0,1,0,Buying the house on a mortgage,0,Working full-time,"More than £58,900 p.a.",E09000019,E02000564,5,127.43972968296039,62.5,228.9779782232553
gvpdg1bc02e04s51xlugvpdgm9su09pa,Female,45 to 49,Living with partner/ spouse/ older relative WITH children under 18,8,2,2,0,Owning the house outright,0,Working part-time,"£37,901- £58,900 p.a.",E09000022,E02000642,3,107.01926113040733,86.1,515.313758297872
gxtn8mplwf1k0n6hmmggxtn8mploe8wr,Male,45 to 49,Living with partner/ spouse/ older relative WITH children under 18,7,2,2,0,Owning the house outright,1,Working full-time,"More than £58,900 p.a.",E09000025,E02000742,3,102.94920578921285,98.5,194.1113429117644
gzjo9effor8whl2gzjoxsekzi9n4geq0,Female,30 to 34,Living with partner/ spouse/ older relative WITH children under 18,10,0,2,0,Renting from private landlord,0,Not working- looking after house/ children,"£24,301- £37,900 p.a.",E09000006,E02000134,6,69.34413947690096,73.4,377.6443237550197
h7pawvik14r1b5j5h7pae0yudrea1rn3,Female,35 to 39,Living with partner/ spouse/ older relative WITH children under 18,8,2,2,0,Buying the house on a mortgage,0,Working full-time,"More than £58,900 p.a.",E09000010,E02000312,4,92.56137264603299,90.3,567.3510498484842
h8t21imz6lzg9viyqje89gh8t21iv9vm,Male,40 to 44,Living with partner/ spouse/ older relative WITH children under 18,10,0,2,0,Owning the house outright,0,Working full-time,"More than £58,900 p.a.",E09000031,E02000899,4,82.92437534381423,89.60000000000001,406.3589029549548
h975gif4vnhuophd5hplh975gm5ifh1f,Female,40 to 44,Living with partner/ spouse/ older relative WITH children under 18,9,1,2,0,Buying the house on a mortgage,0,Working full-time,"More than £58,900 p.a.",E09000009,E02000269,9,81.46078799553669,90.7,209.4413019401708
hcp4qjadvpqmuw06thcp4qjqirvtp77x,Female,45 to 49,Living on my own WITH children under 18,8,2,2,0,Buying the house on a mortgage,0,Working part-time,"£24,301- £37,900 p.a.",E09000023,E02000683,2,93.94595064593693,90.5,266.8046029576267
hkcv9sulo74fz9yhkcjtkjv20l7110qh,Female,45 to 49,Living with partner/ spouse/ older relative WITH children under 18,9,0,2,0,Buying the house on a mortgage,0,Working part-time,"More than £58,900 p.a.",E09000003,E02000052,9,71.52628693518058,73.3,782.5918817204301
hoa8kb1v14f6siv6hoaujwlprk5z1m8r,Male,40 to 44,Living with partner/ spouse/ older relative WITH children under 18,8,1,2,0,Buying the house on a mortgage,0,Working full-time,"More than £58,900 p.a.",E09000014,E02000407,2,110.31084588034891,90.7,284.57518858490533
ht5hm1spljt71znebfkht5hmfz2feeh3,Female,40 to 44,Living with partner/ spouse/ older relative WITH children under 18,9,2,2,0,Buying the house on a mortgage,0,Not working- looking after house/ childrenNot working- long term sick or disabled,"More than £58,900 p.a.",E09000032,E02000928,9,75.0126002708299,78.60000000000001,349.929899563291
hxbockrd5otcivfvhxbekv8is5ensgg0,Female,35 to 39,Living with partner/ spouse/ older relative WITH children under 18,8,0,2,0,,0,Working part-time,"£14,901- £24,300 p.a.",E09000007,E02000182,6,161.7785752076001,51.4,578.5387154011295
i0eooluvd45sd0khq3i0eooluetjlmwl,Female,35 to 39,Living with partner/ spouse/ older relative WITH children under 18,10,0,2,0,Buying the house on a mortgage,1,Working full-time,"More than £58,900 p.a.",E09000017,E02000501,9,77.02625332106763,94.1,271.7982513636356
i1kxjn7k4wy2hklxpi1kxjnqda8oe9qx,Female,35 to 39,Living with partner/ spouse/ older relative WITH children under 18,7,0,2,0,Owning the house outright,0,Not working- looking after house/ children,"More than £58,900 p.a.",E09000009,E02000257,4,81.46078799553669,72.39999999999999,368.34460372312657
i200ta2rp8i7jepu0ai200t35l8e26rs,Male,50 to 54,Living with partner/ spouse/ older relative WITH children under 18,7,0,2,0,Owning the house outright,1,Working full-time,"More than £58,900 p.a.",E09000003,E02000042,6,71.52628693518058,69.3,586.4488114754099
i62h1m04wp4h4myci62f0x8zm072vnqw,Female,40 to 44,Living with partner/ spouse/ older relative WITH children under 18,9,0,1,0,Buying the house on a mortgage,0,Not working- looking after house/ children,"£37,901- £58,900 p.a.",E09000017,E02000518,4,77.02625332106763,92.5,371.7308359691356
i7aj6jeag8f8c2nhi7ajmrc2z2ee2ih0,Female,30 to 34,Living with partner/ spouse/ older relative WITH children under 18,8,1,2,0,Renting from private landlord,0,Working part-time,"£14,901- £24,300 p.a.",E09000023,E02006798,2,93.94595064593693,55.300000000000004,180.6842102967026
i9h7bvqoi6x3hba32xnni9h7b588wf6p,Female,40 to 44,Living with partner/ spouse/ older relative WITH children under 18,10,0,2,0,Renting from private landlord,0,Maternity leave,"£37,901- £58,900 p.a.",E09000024,E02000696,7,64.73566039577726,89.5,243.86311741904728
ia3xl8rjrklof01z4n0as7ia3xl8v5uc,Male,40 to 44,Living with partner/ spouse/ older relative WITH children under 18,8,1,2,0,Renting from private landlord,0,Working full-time,"More than £58,900 p.a.",E09000003,E02000024,9,71.52628693518058,87.3,320.5135888501742
ictx8nn6zmoawllictimabtbrenywevu,Female,25 to 29,Living with partner/ spouse/ older relative WITH children under 18,7,2,1,0,Renting from private landlord,0,Not working- looking after house/ children,"£24,301- £37,900 p.a.",E09000013,E02000390,4,113.59740385755717,88.2,388.18737390076285
ihemcwtc4z6vvihea7tpfbqzbmnljpe0,Female,50 to 54,Living with partner/ spouse/ older relative WITH children under 18,8,0,2,0,,0,Working part-time,"£14,901- £24,300 p.a.",E09000014,E02000403,4,110.31084588034891,93.60000000000001,163.49756623076868
ijke88e2othjozaiijke88mky189iwh2,Female,40 to 44,Living with partner/ spouse/ older relative WITH children under 18,9,0,2,0,Renting from private landlord,0,Not working- looking after house/ children,"£24,301- £37,900 p.a.",E09000007,E02000182,6,161.7785752076001,51.4,578.5387154011295
ik86kwxvgznwilwxe8vik86kw3ny461w,Female,50 to 54,Living on my own WITH children under 18,8,2,2,0,Owning the house outright,0,Working part-time,"£14,901- £24,300 p.a.",E09000009,E02000276,7,81.46078799553669,90.2,360.39591854838676
indws0mmsoy2xwuxucrfnindws0mu0rf,Male,35 to 39,Living with partner/ spouse/ older relative WITH children under 18,9,1,2,0,Owning the house outright,0,Working full-time,"More than £58,900 p.a.",E09000028,E02000813,4,112.89535525791995,56.599999999999994,198.3131995983603
ioitnx1ehqmk7py5dh3kk8ioitnx1sfc,Male,45 to 49,Living with partner/ spouse/ older relative WITH children under 18,5,2,2,0,Buying the house on a mortgage,0,Working full-time,"£37,901- £58,900 p.a.",E09000025,E02000745,4,102.94920578921285,95.19999999999999,268.2767599655167
iswkelgktman2rxmzavnniswkelktett,Female,35 to 39,Living with partner/ spouse/ older relative WITH children under 18,8,2,2,0,Buying the house on a mortgage,1,Working part-time,"More than £58,900 p.a.",E09000011,E02000339,4,96.79696038426883,87.2,735.872048632478
iu9weh4j53ahhddvxiu9we1p0i1r3wl8,Male,30 to 34,Living with partner/ spouse/ older relative WITH children under 18,5,1,1,0,Renting from private landlord,0,Working full-time,"£37,901- £58,900 p.a.",E09000024,E02000703,8,64.73566039577726,94.69999999999999,232.59912092857095
j060qhdaezo9k34nfm68j060qhdv3ttx,Female,30 to 34,Living with partner/ spouse/ older relative WITH children under 18,10,0,1,0,Buying the house on a mortgage,0,Working part-time,"More than £58,900 p.a.",E09000023,E02000668,6,93.94595064593693,94.3,432.60126830357115
j4ny43ts50o06vh9e9h8j4ny43iw2vdg,Female,40 to 44,Living with partner/ spouse/ older relative WITH children under 18,9,1,2,0,Renting from private landlord,0,Working full-time,Prefer not to say,E09000024,E02000699,10,64.73566039577726,96.1,578.1108645350876
jb05vl3js7kkfxljj60gc7wfhqi77tzq,Female,30 to 34,Living with partner/ spouse/ older relative WITH children under 18,6,2,2,0,Buying the house on a mortgage,0,Working full-time,"More than £58,900 p.a.",E09000011,E02000327,3,96.79696038426883,85.9,387.7488934062497
jbbsuf9fe89fc2kxkmu6ijbbsufg098y,Female,40 to 44,Living with partner/ spouse/ older relative WITH children under 18,6,1,2,0,Buying the house on a mortgage,0,Not working- looking after house/ children,"More than £58,900 p.a.",E09000011,E02000337,4,96.79696038426883,91.60000000000001,503.8288407898548
jgnue69w59i95gzz7ejgnue693fwz4xp,Female,45 to 49,Living with partner/ spouse/ older relative WITH children under 18,8,0,2,0,Buying the house on a mortgage,0,Not working- looking after house/ children,Prefer not to say,E09000004,E02000077,9,64.46313682120169,93.8,372.4357115806446
jljc5ah9bbd673wjljc5wta2a72hmeby,Male,40 to 44,Living with partner/ spouse/ older relative WITH children under 18,7,0,1,0,Buying the house on a mortgage,0,Working full-time,"More than £58,900 p.a.",E09000026,E02000764,4,78.28836492624754,86.6,416.2383847633925
jm6bydxczdrsf91yjm6b4i8mri606ozc,Female,35 to 39,Living with partner/ spouse/ older relative WITH children under 18,8,2,2,0,Renting from private landlord,0,Working full-time,"£37,901- £58,900 p.a.",E09000005,E02000098,6,89.33622132404018,88.9,300.57617496078393
jnopbnfaf9nygmyfw5jnopr7eukppz87,Female,35 to 39,Living with partner/ spouse/ older relative WITH children under 18,9,0,2,0,Buying the house on a mortgage,0,Maternity leave from full time job,"More than £58,900 p.a.",E09000028,E02000813,4,112.89535525791995,56.599999999999994,198.3131995983603
jv0ktaxo4d488zhazsjv0ktah5ml6uwc,Female,40 to 44,Living with partner/ spouse/ older relative WITH children under 18,7,2,2,0,Renting from private landlord,0,Working full-time,Prefer not to say,E09000013,E02000381,7,113.59740385755717,92.4,258.73356242741875
jvziodmw5w2s02wd9gxzcpjvziodmwep,Male,35 to 39,Living with partner/ spouse/ older relative WITH children under 18,8,0,2,0,Buying the house on a mortgage,0,Working full-time,"More than £58,900 p.a.",E09000029,E02000856,8,64.10579524758313,88,525.2892356069358
k1cvvjijifouwq83amfh4k1cvvji5d0n,Female,30 to 34,Living on my own WITH children under 18,8,2,2,0,Renting from private landlord,0,Not working- looking after house/ children,"£24,301- £37,900 p.a.",E09000022,E02000641,2,107.01926113040733,65.3,216.81749141717722
k5tfvieaiqwm1rbt7k5tfpggjdobe6ny,Female,35 to 39,Living with partner/ spouse/ older relative WITH children under 18,5,2,1,0,Buying the house on a mortgage,0,Working full-time,"£37,901- £58,900 p.a.",E09000025,E02000741,4,102.94920578921285,91.2,428.25108220930167
kb5ukwocmwksg1p1j9gkb5vvryg8gtzk,Female,35 to 39,Living with partner/ spouse/ older relative WITH children under 18,8,2,2,0,Buying the house on a mortgage,0,Working full-time,"More than £58,900 p.a.",E09000010,E02000304,9,92.56137264603299,95.89999999999999,282.67684097916623
keq87p0b0tjewkjnwo0ujxofl7o0f0m4,Female,35 to 39,Living with partner/ spouse/ older relative WITH children under 18,10,2,2,0,Owning the house outright,0,Working part-timeNot working- looking after house/ childrenStudent,"More than £58,900 p.a.",E09000012,E02000353,3,121.66707436399217,78.10000000000001,221.62259123287654
