Age_range_Code,Household_type_code,Life_satisfaction,Isolation_score,Social_support_score,food_security_score,Housing_tenure_group_code,fuel-security_score,Income_Code,Lad_code_code,msoa_code_code,imd_decile,green_space_pct,park_distance_m
4,4,3,2,2,6,3,2,1,09000012,02000360,2,63.2,217.52377372352905
1,2,5,2,0,9,3,4,1,09000023,02000653,3,72.3,258.94981261025606
9,4,9,0,1,0,5,0,4,09000008,02000206,2,88.4,432.9183089999996
4,3,7,2,2,2,2,0,5,09000030,02000868,4,72.1,164.29231917808178
6,3,8,1,2,0,2,0,3,09000015,02000447,5,90.9,1120.675597777773
3,1,9,0,1,0,2,0,5,09000028,02000812,3,57.699999999999996,136.27038369658104
6,4,5,2,1,8,3,3,2,09000022,02000651,4,87.3,267.9158085395678
3,3,7,2,2,1,2,0,2,09000012,02000351,5,87.6,224.59069157894692
5,1,9,2,2,0,5,1,5,09000024,02000693,7,77.5,220.87618685526266
4,1,1,2,1,9,7,6,1,09000032,02000927,4,89.2,387.3482352595412
3,1,8,0,2,0,2,0,3,09000028,02000813,4,56.599999999999994,198.3131995983603
7,1,7,1,2,0,5,0,5,09000023,02000658,4,84.7,207.79805383471032
3,4,7,1,2,0,2,1,5,09000006,02000132,8,62.7,459.6985915719553
4,3,7,2,2,3,2,3,3,09000025,02000732,3,79.7,167.04717221621573
3,4,9,2,2,4,2,0,2,09000013,02000381,5,92.4,258.73356242741875
9,2,8,0,2,0,5,0,4,09000028,02000837,7,95.3,243.80262290604
2,2,6,2,2,0,6,0,0,09000032,02000937,9,94.5,278.4041501317825
2,4,2,2,0,9,7,5,1,09000008,02000208,2,67.80000000000001,879.1669964122095
4,4,10,2,2,3,2,5,3,09000022,02000624,2,67.7,173.59877611904736
3,3,6,2,2,5,2,3,2,09000026,02006924,6,93.2,279.0650321195648
8,4,8,2,2,9,2,5,1,09000023,02000670,3,94.69999999999999,199.5284734117641
8,1,4,2,2,0,4,0,3,09000033,02000973,8,87.3,578.6153528143707
4,1,8,0,1,0,2,0,5,09000025,02000725,3,79.5,398.7856089249993
8,2,8,0,2,0,4,0,0,09000017,02000503,9,98,535.9539143448269
10,1,7,0,2,0,5,0,4,09000027,02000798,9,94.3,279.528364515789
3,3,3,2,1,0,6,1,2,09000032,02000952,6,89.3,326.4601359850743
3,4,7,2,1,0,2,0,4,09000011,02006929,6,75.6,466.4038466332285
5,3,4,2,0,5,2,2,3,09000022,02000635,4,86.2,238.46563394088605
2,3,4,2,1,9,2,5,2,09000030,02000871,2,70.6,258.2009172404366
3,3,4,2,2,4,2,2,0,09000023,02000657,4,75.3,303.80568811538427
2,2,7,2,2,2,2,1,0,09000023,02000677,6,93.89999999999999,509.82377951923024
5,2,2,2,2,6,1,2,2,09000030,02000868,3,72.1,164.29231917808178
4,4,6,2,2,9,5,5,4,09000030,02000874,4,79.10000000000001,129.05667392846135
6,4,7,2,0,9,2,1,1,09000009,02000244,7,83.89999999999999,607.7698049523805
4,3,7,1,1,0,2,0,4,09000019,02000564,2,62.5,228.9779782232553
2,3,8,1,2,1,2,1,5,09000009,02000252,2,65.5,504.3724199413676
3,1,9,0,2,0,2,0,4,09000012,02000360,1,63.2,217.52377372352905
4,3,9,2,2,2,2,5,4,09000003,02000064,3,64.9,438.2215862068965
6,1,8,0,2,0,5,0,0,09000010,02000305,7,92.30000000000001,794.3239035460966
2,3,9,2,1,0,2,0,5,09000030,02000875,3,78.8,154.3225881197911
6,4,7,2,2,0,5,0,3,09000030,02000886,2,66.4,175.67778553246723
7,4,7,2,2,7,3,3,1,09000005,02000095,5,81.69999999999999,349.6899187721512
3,4,8,0,2,2,5,1,3,09000003,02000029,6,79.3,434.1895906432749
9,1,10,0,2,2,5,2,4,09000008,02000208,1,67.80000000000001,879.1669964122095
10,1,6,2,1,1,4,0,4,09000021,02000611,9,97.5,544.8556435431029
7,2,3,1,1,1,6,0,2,09000032,02000949,9,81.89999999999999,402.63732096511586
4,1,8,1,2,0,2,0,0,09000003,02000026,6,88.6,384.24070866141733
8,2,10,0,2,0,5,3,2,09000009,02000249,5,84.89999999999999,285.5502165793648
8,4,8,0,2,3,3,3,2,09000027,02000803,9,91.9,443.93579783756303
10,1,6,1,1,7,3,2,1,09000004,02000084,8,96,447.1174423769633
4,1,7,0,1,0,5,0,5,09000030,02000893,4,64.4,181.60337872173866
4,1,8,0,1,0,2,0,0,09000022,02000625,3,73.5,223.58491871839038
3,4,7,1,1,0,4,0,5,09000011,02000328,5,86.3,271.6682936962956
6,2,10,1,1,2,1,1,1,09000009,02000263,4,91.2,504.92057840397297
4,2,6,2,2,7,3,3,3,09000031,02000921,3,87.2,211.02731313103388
2,3,7,2,2,4,2,0,3,09000014,02000423,4,89.4,346.12846874157253
8,1,7,2,2,0,4,1,5,09000028,02000807,9,76.9,225.61736722570487
3,3,6,2,1,8,2,2,3,09000006,02000132,7,62.7,459.6985915719553
6,4,8,0,1,0,5,0,3,09000032,02000943,7,79.80000000000001,401.58719237647034
9,4,2,2,2,7,1,0,1,09000014,02000408,1,88.3,241.8248561297706
3,3,5,2,2,3,2,0,1,09000030,02000878,2,42.199999999999996,285.23046621755657
6,2,6,2,1,4,0,1,1,09000009,02000261,4,76.9,222.59719681313084
3,1,9,2,2,3,6,0,0,09000019,02000561,7,86.7,253.18484848760272
5,3,8,0,1,0,2,0,5,09000024,02000693,7,77.5,220.87618685526266
4,3,5,2,2,2,2,0,0,09000008,02000203,3,82.89999999999999,314.3614613999996
3,4,6,2,1,0,2,0,1,09000008,02000220,2,47,358.4976159353736
8,1,8,0,2,0,4,0,5,09000013,02000375,3,81.10000000000001,225.77252947058747
4,1,7,1,2,0,2,0,5,09000027,02000786,9,82.89999999999999,240.10912097590324
3,1,7,0,2,0,2,0,3,09000028,02000814,4,63.7,281.33058543252537
8,2,10,0,2,1,5,2,0,09000026,02000762,8,87.6,420.1673305119042
5,2,7,1,1,0,2,0,5,09000020,02000586,8,82.3,275.5706669577461
2,1,7,2,2,9,2,4,3,09000014,02000419,3,80.5,245.22403665789412
3,3,9,0,2,0,4,0,5,09000023,02000653,3,72.3,258.94981261025606
3,1,7,2,2,0,5,2,4,09000017,02000509,5,75.7,557.9557641971825
9,4,3,2,2,7,3,3,1,09000007,02000184,4,43.9,220.19488645771096
6,1,8,2,2,0,0,0,3,09000023,02000664,3,56.8,273.10510197021233
5,4,8,0,1,0,5,0,4,09000031,02000916,4,85.3,279.63370943410814
4,1,8,0,2,0,5,1,5,09000009,02000248,4,81.89999999999999,205.5099989620251
8,2,5,2,2,6,5,2,4,09000025,02000738,4,95.39999999999999,264.53849046428513
6,1,8,0,1,0,4,0,0,09000032,02000959,6,87.1,588.6223879411762
4,1,5,1,2,0,2,0,2,09000022,02000635,2,86.2,238.46563394088605
8,1,7,0,2,0,5,0,0,09000009,02000269,8,90.7,209.4413019401708
7,4,9,2,1,6,1,5,1,09000019,02000573,4,65.5,197.9961132326385
4,4,8,2,2,1,2,0,4,09000023,02000664,3,56.8,273.10510197021233
6,4,7,2,1,0,2,0,3,09000028,02000813,4,56.599999999999994,198.3131995983603
6,4,6,2,2,6,7,2,1,09000012,02000352,3,75.8,208.14378627049157
3,1,3,0,2,0,3,0,5,09000012,02000354,2,82.1,273.1457848954243
9,4,8,0,2,2,1,0,1,09000003,02000047,3,77.3,279.98215859030836
3,3,9,0,2,0,2,0,5,09000024,02000692,8,79.5,463.3952524836061
5,3,9,1,2,8,2,2,2,09000030,02000872,3,49.3,165.0903548520707
10,2,8,1,2,0,4,0,4,09000003,02000055,5,63.9,337.56188405797104
8,1,9,0,2,0,5,0,5,09000003,02000030,10,91.10000000000001,756.3947619047619
5,4,8,2,2,1,3,0,0,09000030,02000894,5,62.3,427.5065193918917
8,2,8,0,2,0,5,0,5,09000006,02000148,10,92.10000000000001,411.99356093877503
8,4,7,2,2,0,2,0,3,09000031,02000915,4,90.3,546.8897438399998
4,3,8,2,2,0,2,0,0,09000023,02000658,2,84.7,207.79805383471032
4,1,9,0,2,0,5,0,5,09000007,02000185,3,42.9,574.1803878453034
8,1,8,0,2,0,5,0,0,09000023,02000666,3,90.10000000000001,269.2143678316828
8,4,8,2,2,1,5,0,2,09000003,02000059,7,77.2,213.14410256410258
7,4,1,1,2,8,2,3,0,09000016,02000468,5,97.6,618.8234725220121
3,3,9,0,2,0,2,1,2,09000023,02000653,5,72.3,258.94981261025606
4,4,8,0,1,0,2,0,4,09000008,02000217,2,72.8,285.75713658373144
7,4,6,2,0,9,0,2,0,09000008,02000201,2,79.80000000000001,247.290142132075
5,4,5,2,2,3,1,1,0,09000012,02000360,2,63.2,217.52377372352905
5,1,7,1,2,0,2,0,3,09000025,02000745,4,95.19999999999999,268.2767599655167
5,3,2,2,1,9,2,1,3,09000017,02000520,3,82.5,362.45329854526994
3,4,7,1,2,5,2,1,0,09000025,02000729,4,95.1,183.43601780302987
3,1,8,0,2,0,2,1,0,09000031,02000907,3,48.199999999999996,476.5814879461072
2,2,7,2,2,5,2,3,1,09000031,02000921,2,87.2,211.02731313103388
2,3,5,2,2,5,2,0,1,09000013,02000387,4,66.5,411.0264496199996
5,1,7,0,1,0,5,1,4,09000023,02000677,3,93.89999999999999,509.82377951923024
3,4,3,2,2,9,3,4,1,09000029,02000851,4,56.699999999999996,296.86904816728594
3,3,7,0,2,0,2,2,5,09000032,02000951,6,77,479.50163720430055
10,4,8,2,2,4,3,0,2,09000007,02000168,6,85.6,390.6371252747247
4,3,8,2,2,0,2,1,4,09000025,02000726,3,55.7,313.62815444552035
2,3,10,0,2,0,2,2,3,09000007,02000180,5,70.39999999999999,204.7044496687891
2,1,7,2,2,0,2,0,4,09000030,02000867,4,74.6,289.4132509650714
5,2,7,2,2,1,4,3,2,09000014,02000432,3,92.80000000000001,298.0391837454543
4,1,7,1,2,0,2,0,5,09000019,02000564,5,62.5,228.9779782232553
4,4,8,2,2,2,2,0,3,09000028,02000813,3,56.599999999999994,198.3131995983603
3,1,7,2,2,0,2,1,4,09000025,02000726,3,55.7,313.62815444552035
3,2,8,2,1,6,1,2,1,09000025,02000726,3,55.7,313.62815444552035
6,4,7,2,1,0,5,1,4,09000010,02000284,8,85.1,480.40777771573596
1,3,9,2,2,4,8,0,1,09000012,02000363,2,64.5,269.89128388304056
8,4,3,2,1,8,2,0,1,09000030,02000889,5,57.49999999999999,167.3391425735846
5,4,6,2,2,1,5,1,4,09000032,02000932,6,58.3,372.8135629499995
5,1,7,0,2,0,2,0,4,09000007,02000170,4,90.3,388.9405611136359
6,2,8,2,1,6,1,1,3,09000025,02000740,3,91.2,402.416466815217
4,2,8,1,2,0,4,0,5,09000032,02000943,6,79.80000000000001,401.58719237647034
3,3,6,2,1,0,2,1,4,09000032,02000957,4,88,566.5553780136984
8,1,9,0,1,0,4,0,5,09000010,02000305,7,92.30000000000001,794.3239035460966
4,3,1,2,0,6,2,2,2,09000023,02000667,4,96,340.333615058823
2,2,6,1,1,1,3,2,2,09000028,02000815,1,41.5,100.44281440259726
10,1,6,0,2,0,4,0,0,09000031,02000906,4,95.1,341.0629633644858
4,1,9,0,2,1,2,0,4,09000025,02000747,2,49.7,490.79035476444403
3,1,7,1,1,6,2,0,0,09000028,02000809,5,28.799999999999997,249.6176863279566
4,2,3,0,1,0,0,0,0,09000008,02000236,8,95.3,805.2251128461526
6,1,7,0,2,0,5,1,5,09000014,02000416,3,68.5,249.69184725874078
3,3,10,2,2,1,2,1,3,09000030,02000867,5,74.6,289.4132509650714
11,4,7,2,2,8,1,5,1,09000019,02000570,6,88.4,195.159737256281
4,1,8,0,1,0,2,0,4,09000014,02000418,8,87.2,180.04374193684174
4,4,7,1,2,3,3,2,3,09000022,02000631,3,91.8,239.2899842222218
3,4,5,2,2,2,2,0,1,09000023,02000677,3,93.89999999999999,509.82377951923024
6,1,10,1,1,8,2,5,2,09000014,02000404,2,73.8,246.15585895575154
4,3,7,0,2,0,2,2,5,09000023,02000685,2,78,249.4424464722218
8,4,6,2,2,0,5,0,2,09000012,02000368,2,71.5,148.08162636585334
5,1,5,2,2,1,2,2,0,09000023,02000670,2,94.69999999999999,199.5284734117641
4,3,8,1,2,2,2,0,3,09000012,02000360,1,63.2,217.52377372352905
5,1,7,2,2,6,4,2,4,09000018,02000551,3,76.9,287.6973545911943
3,2,5,0,2,0,4,0,5,09000010,02000284,5,85.1,480.40777771573596
2,2,8,2,2,0,2,0,3,09000030,02000891,2,48.199999999999996,272.7341455527152
6,4,4,2,2,0,4,0,2,09000019,02000569,7,72.8,192.12849821774137
8,4,6,2,1,7,2,2,1,09000018,02000526,9,88.8,289.96628517391247
2,1,10,2,2,5,7,0,1,09000030,02000866,5,85,138.07461870059817
4,1,9,0,2,0,2,0,3,09000030,02000888,2,52.2,157.77389103977228
4,1,8,2,1,0,2,0,3,09000030,02000878,2,42.199999999999996,285.23046621755657
3,1,9,1,2,2,2,2,2,09000005,02000123,1,86.5,375.4397862321425
3,3,8,0,2,0,2,0,5,09000019,02000569,4,72.8,192.12849821774137
8,4,8,0,2,1,2,2,2,09000032,02000923,6,48.3,225.3310232049686
4,1,5,2,2,0,2,0,5,09000009,02000250,8,83.2,237.10838900877152
5,1,7,1,2,0,5,0,5,09000024,02000712,3,95.39999999999999,364.9575036791042
11,1,9,2,2,0,4,0,2,09000018,02000542,4,76.4,435.26864821428546
4,4,7,2,2,0,4,0,4,09000007,02000181,6,90.10000000000001,659.2398353521122
4,4,8,2,2,5,0,2,0,09000005,02000104,3,85.9,454.26259602586185
9,2,8,0,2,0,1,0,4,09000008,02000199,5,97.5,165.4071761199996
9,1,8,0,2,0,4,0,3,09000017,02000494,6,89.2,954.7675668333324
4,4,6,2,1,0,2,0,5,09000007,02000172,4,66.10000000000001,286.36142564550215
8,2,8,2,2,0,4,0,4,09000008,02000210,5,91.7,315.5258907226887
6,4,5,2,2,9,2,5,1,09000026,02006800,4,89.5,408.4313625599996
3,1,7,1,2,0,5,0,5,09000016,02000467,2,93.7,557.6200614999997
7,4,3,2,2,9,3,3,1,09000019,02000576,4,19.8,312.8679600749411
7,2,9,1,1,0,5,0,3,09000022,02000633,2,84.89999999999999,238.6198735474858
8,1,8,0,1,0,2,0,5,09000007,02000177,8,56.3,345.11429809782567
6,1,8,1,2,4,2,2,1,09000014,02000403,4,93.60000000000001,163.49756623076868
5,1,8,2,2,0,5,0,4,09000028,02000832,3,85.1,286.2944783218386
4,4,7,0,1,3,2,0,1,09000007,02000175,9,78.60000000000001,360.39482929473667
5,4,7,1,2,0,5,0,5,09000022,02000646,6,75.1,571.9267401860459
3,1,7,2,1,0,2,0,4,09000024,02000696,7,89.5,243.86311741904728
9,4,9,0,2,0,5,0,5,09000006,02000131,4,79.7,174.72620705825207
6,4,8,1,1,0,0,0,0,09000013,02000386,4,77.9,250.12920547794087
6,1,8,0,2,0,2,0,5,09000014,02000416,4,68.5,249.69184725874078
8,2,7,2,2,2,6,0,3,09000014,02000411,2,82.19999999999999,288.5948052689651
4,4,4,2,2,9,2,4,2,09000006,02000132,8,62.7,459.6985915719553
5,4,7,2,1,0,5,1,0,09000023,02000674,4,99.2,522.341780894117
4,2,7,2,1,9,1,3,1,09000028,02000835,3,78,243.88688451401808
4,4,5,2,2,0,2,0,3,09000023,02000679,6,81,443.6070743787874
8,4,8,2,1,5,3,1,1,09000032,02000949,5,81.89999999999999,402.63732096511586
4,3,7,2,1,0,2,4,3,09000009,02000248,7,81.89999999999999,205.5099989620251
4,1,8,0,2,0,2,0,5,09000031,02000910,4,78.2,405.58892635135106
3,3,5,2,2,3,3,0,0,09000019,02000575,4,30.599999999999998,175.6828659606295
7,4,5,2,2,7,2,2,1,09000023,02000670,2,94.69999999999999,199.5284734117641
2,4,5,2,2,6,8,0,0,09000008,02000209,3,89.2,405.4403458715591
6,1,7,0,2,2,2,3,0,09000012,02000346,1,62.8,292.73097460624984
8,1,8,0,2,0,5,0,5,09000032,02000934,6,87,374.2086874019133
3,3,8,2,2,1,2,0,0,09000014,02000428,4,79.80000000000001,295.7323767636358
4,3,7,2,2,6,2,0,3,09000022,02000628,2,70.5,171.97836435271273
3,2,7,2,2,2,5,0,0,09000023,02000669,5,90.2,273.90674144444404
3,1,6,2,1,0,2,0,5,09000007,02000187,2,20.8,191.5685459034746
3,3,10,0,2,0,2,0,5,09000007,02000180,3,70.39999999999999,204.7044496687891
3,3,7,2,1,3,2,4,2,09000023,02000653,3,72.3,258.94981261025606
7,4,7,2,0,8,3,3,1,09000024,02000695,7,96.39999999999999,504.50828636274485
3,3,6,2,2,0,2,1,3,09000032,02000926,5,48.5,246.49318765550188
2,3,8,2,2,0,1,0,1,09000009,02000240,3,75.7,448.5867734277775
8,2,7,2,1,0,1,1,3,09000022,02000639,2,63.5,350.3166793292681
4,1,8,2,2,0,2,1,5,09000012,02000356,4,78.8,233.5163089057966
5,3,8,0,2,0,0,0,0,09000032,02000947,9,94.1,408.86106411805514
4,4,8,2,1,0,1,2,1,09000022,02000626,2,71.8,213.90085960139803
3,3,8,1,1,2,2,0,0,09000033,02000964,3,87.5,271.3382244113919
9,2,5,2,2,4,3,3,1,09000025,02000721,2,82.69999999999999,530.9984957303369
3,4,7,2,2,9,8,1,1,09000033,02000972,4,38.4,336.07707946133525
8,4,6,2,2,1,2,0,1,09000029,02000860,6,70.7,537.7093430851062
5,4,10,0,1,0,2,0,3,09000033,02000981,8,89.8,438.81668114406733
1,3,8,2,2,0,2,3,0,09000013,02000374,3,92.4,244.88685063736193
5,1,6,2,1,1,6,0,1,09000031,02000922,3,93.4,205.8874095081962
5,1,6,1,2,1,2,1,2,09000005,02000114,3,86.7,689.9170669767441
8,4,3,2,1,6,2,0,1,09000033,02000961,9,68.5,503.0448939032253
7,1,8,2,2,7,2,3,2,09000004,02000078,10,99.6,835.10544
5,1,8,2,2,0,4,0,2,09000025,02000722,4,83.2,318.993491458333
10,1,7,2,0,1,4,0,3,09000010,02000296,3,69.19999999999999,540.8561437552737
4,1,8,0,2,0,5,0,5,09000025,02000726,3,55.7,313.62815444552035
3,1,6,2,2,0,2,0,5,09000019,02000559,7,91,269.77031346874946
8,1,8,0,2,0,4,0,5,09000009,02000269,9,90.7,209.4413019401708
6,1,7,2,1,6,2,3,1,09000008,02000204,4,85.3,539.0898429016387
2,3,9,0,2,0,2,0,0,09000019,02000556,4,82,264.32296750282427
6,1,8,0,2,1,5,1,4,09000028,02000807,9,76.9,225.61736722570487
5,1,8,1,2,0,5,0,5,09000008,02000223,2,92,748.2757317241376
5,3,4,2,1,1,2,1,1,09000033,02000964,4,87.5,271.3382244113919
2,3,8,2,2,0,2,1,1,09000013,02000387,4,66.5,411.0264496199996
8,1,7,2,2,0,5,0,5,09000032,02000950,9,68.10000000000001,571.1373295859868
7,2,10,2,1,0,4,0,4,09000006,02000127,2,88,734.639436790123
9,2,8,1,1,0,4,0,0,09000005,02000125,6,94.89999999999999,646.4132978749997
8,4,5,2,1,3,2,1,1,09000003,02000032,9,96.3,368.6878
8,1,8,0,2,9,1,4,1,09000019,02000563,3,80.80000000000001,387.3530042214282
6,1,10,0,2,0,5,0,5,09000008,02000236,9,95.3,805.2251128461526
4,4,8,1,2,0,2,0,4,09000032,02000950,7,68.10000000000001,571.1373295859868
4,4,5,2,2,7,1,3,2,09000012,02000371,5,29.9,320.03870264487585
3,1,8,1,1,0,2,0,5,09000009,02000271,9,88,327.007414756944
4,4,8,2,2,0,4,0,3,09000023,02000653,4,72.3,258.94981261025606
2,3,5,2,1,0,2,0,1,09000030,02000878,2,42.199999999999996,285.23046621755657
4,4,6,2,2,8,3,4,2,09000014,02000412,2,77,308.6802522074068
4,1,7,2,2,0,5,0,5,09000002,02000016,3,40.1,263.85367231638423
5,1,4,0,2,0,2,0,5,09000014,02000421,1,76.6,186.36484583333262
8,1,7,2,0,3,2,0,3,09000027,02000801,10,87.1,408.611991578231
2,3,7,2,1,0,2,0,4,09000013,02000375,3,81.10000000000001,225.77252947058747
4,1,7,2,2,2,2,1,4,09000025,02000750,5,68.60000000000001,302.48878647349784
7,4,6,2,2,0,4,0,5,09000019,02000556,2,82,264.32296750282427
8,4,7,0,2,2,5,1,3,09000008,02000233,5,90.3,485.5868548814812
3,1,7,2,2,6,1,4,1,09000007,02000166,4,79.9,260.8400465097081
4,4,9,0,2,0,5,0,5,09000030,02000877,2,68.7,210.63393357534204
6,4,8,1,2,0,4,1,1,09000009,02000257,7,72.39999999999999,368.34460372312657
3,1,7,2,0,8,2,1,4,09000014,02000421,2,76.6,186.36484583333262
5,4,8,0,2,0,2,0,5,09000019,02000573,6,65.5,197.9961132326385
4,3,8,0,2,8,0,0,2,09000033,02000977,2,39.800000000000004,209.30575298315725
9,4,6,1,2,0,1,1,3,09000022,02000641,3,65.3,216.81749141717722
6,2,8,2,0,8,3,2,1,09000012,02000356,5,78.8,233.5163089057966
7,1,8,1,2,0,4,0,5,09000022,02000640,9,88,238.875042948571
11,4,8,2,1,0,4,3,0,09000031,02000905,6,93.2,249.9719800833331
4,1,7,0,2,7,5,2,2,09000004,02000080,4,90.10000000000001,466.07723700636905
3,1,8,0,2,0,2,1,5,09000028,02000813,3,56.599999999999994,198.3131995983603
7,4,7,2,2,0,4,1,4,09000020,02000582,5,82.69999999999999,219.78472077976144
6,3,6,2,2,5,5,0,5,09000007,02000170,7,90.3,388.9405611136359
4,1,8,1,2,0,3,0,5,09000019,02000575,3,30.599999999999998,175.6828659606295
8,1,5,2,1,7,2,2,0,09000015,02000452,7,86.5,951.9884099404741
5,1,8,1,2,2,5,2,5,09000019,02000574,4,65.5,246.2140048980387
5,4,7,1,2,3,2,3,2,09000007,02000170,4,90.3,388.9405611136359
4,1,7,2,2,0,5,0,5,09000014,02000432,3,92.80000000000001,298.0391837454543
7,4,7,2,2,1,4,2,5,09000020,02000581,1,74,624.9784193124992
4,4,2,2,1,9,1,4,1,09000030,02000889,4,57.49999999999999,167.3391425735846
2,4,6,2,2,1,8,0,2,09000007,02000193,6,32.800000000000004,240.77535917062087
5,4,8,2,2,0,5,0,1,09000031,02000918,3,73.8,258.6382155312499
4,2,10,2,2,5,5,3,0,09000030,02000891,6,48.199999999999996,272.7341455527152
9,4,8,0,1,0,4,0,0,09000003,02000058,9,85.7,248.82601423487546
5,3,6,0,1,0,2,2,3,09000005,02000120,4,82.19999999999999,341.1166594817069
3,1,7,2,2,0,2,0,5,09000025,02000726,3,55.7,313.62815444552035
3,1,9,2,1,0,2,1,5,09000006,02000128,9,91.3,410.11286870289837
4,1,3,2,1,0,2,1,3,09000014,02000423,5,89.4,346.12846874157253
3,1,8,2,2,1,2,0,4,09000030,02000879,3,82.1,171.61097252142818
4,1,7,2,2,1,5,2,0,09000022,02000622,6,78.3,185.4949739570549
3,3,10,1,2,0,5,0,5,09000027,02000792,10,86.1,258.45845656818125
6,3,2,2,1,7,6,2,1,09000022,02000626,2,71.8,213.90085960139803
5,1,7,2,2,0,6,0,0,09000004,02000091,10,72.5,411.7462820428567
3,4,4,2,2,6,2,2,3,09000031,02000908,6,80.10000000000001,521.6443941925463
9,1,9,1,2,0,4,0,4,09000008,02000232,9,93.89999999999999,960.2815972440912
9,1,9,0,2,0,0,0,5,09000007,02000169,10,89.7,429.83870921276554
2,2,10,0,2,2,8,0,0,09000009,02000256,7,74,373.14595774545404
4,1,9,0,2,0,5,0,4,09000029,02000847,9,92.9,452.56292031944383
4,3,9,1,2,0,2,0,4,09000032,02000955,4,93.60000000000001,531.0199417391303
5,2,7,1,2,9,8,3,3,09000009,02000270,1,74.4,203.80650107272675
11,4,7,2,2,0,4,0,2,09000028,02000838,3,78.3,317.1053347631576
2,4,7,2,2,6,8,2,0,09000032,02000957,4,88,566.5553780136984
4,3,10,1,2,0,2,2,3,09000022,02000639,3,63.5,350.3166793292681
7,3,6,2,2,0,5,0,5,09000023,02000660,5,81.10000000000001,261.28828226470534
12,4,4,2,2,1,4,2,1,09000011,02000340,8,80.9,516.2722582261902
5,1,5,2,2,3,2,1,2,09000029,02000857,8,79.10000000000001,622.7682567772507
6,3,9,2,2,0,2,1,5,09000011,02000340,5,80.9,516.2722582261902
7,4,2,2,1,3,5,3,4,09000001,02000001,7,7.199999999999999,277.90590445674144
7,2,9,1,2,2,5,3,3,09000026,02000769,6,80.9,434.8639260480762
10,1,7,2,2,0,4,0,5,09000026,02000757,9,81.6,424.4852206790693
3,2,5,2,1,0,2,0,3,09000007,02000178,4,83.3,313.49911366423294
9,4,7,2,2,4,5,1,3,09000023,02000666,5,90.10000000000001,269.2143678316828
4,1,7,2,2,0,5,2,5,09000003,02000024,9,87.3,320.5135888501742
7,4,5,2,0,1,0,1,3,09000030,02000882,2,89.1,156.43089997142783
4,3,8,0,2,0,2,0,5,09000012,02000365,3,65.7,302.35413115511517
11,2,7,2,2,0,4,0,2,09000004,02000089,6,97.8,315.60110557142815
2,3,7,1,1,7,2,0,2,09000022,02000633,2,84.89999999999999,238.6198735474858
8,2,9,1,2,0,5,0,3,09000028,02000808,6,28.799999999999997,234.7900967142853
4,4,1,2,0,0,2,0,3,09000017,02000519,5,82,258.8864942341767
3,3,7,2,2,7,2,4,3,09000030,02006854,7,15.9,267.39496618229106
6,4,10,0,1,9,5,5,1,09000025,02000730,3,92.4,423.65182158904076
3,4,1,2,1,9,2,5,1,09000006,02000141,5,87.6,296.20505518803367
8,2,6,2,2,1,2,0,5,09000032,02000959,2,87.1,588.6223879411762
3,1,7,1,1,0,5,0,5,09000030,02000886,5,66.4,175.67778553246723
2,3,8,2,2,2,2,3,1,09000003,02000048,7,75.6,319.6150423728813
10,1,5,2,1,0,4,1,3,09000019,02000571,3,78.5,258.806674838862
4,1,8,2,2,0,0,0,5,09000025,02000726,3,55.7,313.62815444552035
10,4,7,1,1,0,4,0,2,09000025,02000733,3,83.5,218.39721093103392
8,2,5,0,2,1,1,2,2,09000003,02000045,3,69.19999999999999,416.42941747572814
7,1,8,0,2,0,1,0,0,09000016,02000492,5,97.8,559.3450234754096
3,3,5,2,1,0,2,1,1,09000028,02000820,4,56.2,255.16153275362302
2,4,8,0,1,0,6,1,3,09000033,02000974,3,39.800000000000004,309.1202121661231
5,2,4,2,2,5,8,1,3,09000019,02000575,3,30.599999999999998,175.6828659606295
2,3,5,2,1,8,3,5,1,09000012,02000368,2,71.5,148.08162636585334
3,3,8,2,2,0,2,0,4,09000012,02000351,3,87.6,224.59069157894692
2,3,9,2,2,8,2,1,0,09000002,02000003,3,86,465.4614689265536
5,4,5,2,1,9,1,3,2,09000012,02000362,1,81.6,280.39498634899286
4,1,6,0,2,0,2,2,4,09000003,02000042,8,69.3,586.4488114754099
7,1,5,2,2,7,2,2,2,09000008,02000230,5,79.9,575.4568208401824
8,4,5,1,1,3,5,0,0,09000008,02000216,8,65.60000000000001,445.4240358865244
2,3,5,2,0,7,8,3,0,09000025,02000744,2,89.4,407.03316102521
4,3,5,2,1,1,2,0,0,09000005,02000117,2,86.7,427.6443797512432
7,4,8,1,2,0,5,1,3,09000013,02000378,5,85.5,234.42398489795912
5,3,4,2,2,8,2,3,4,09000007,02000193,6,32.800000000000004,240.77535917062087
5,2,8,0,1,0,0,2,1,09000025,02000741,2,91.2,428.25108220930167
4,1,9,0,2,0,5,0,5,09000032,02000951,6,77,479.50163720430055
7,4,4,2,2,9,1,4,1,09000016,02000480,4,84.7,358.37711185294074
4,1,9,0,2,0,2,1,5,09000028,02000813,4,56.599999999999994,198.3131995983603
4,2,8,0,1,0,2,0,4,09000012,02000361,3,62.8,178.12344532283433
4,4,4,2,0,9,7,4,3,09000031,02000907,2,48.199999999999996,476.5814879461072
5,3,6,2,1,4,2,3,1,09000021,02000602,2,67,902.9186947058814
5,1,5,0,1,0,2,2,3,09000018,02000553,3,86,515.1356790666664
