msoa_code,green_space_pct,park_distance_m
E02000246,68.8,312.52969027672896
E02000247,77.2,231.46095472839457
E02000248,81.89999999999999,205.5099989620251
E02000249,84.89999999999999,285.5502165793648
E02000250,83.2,237.10838900877152
E02000251,95.39999999999999,238.7654624040398
E02000252,65.5,504.3724199413676
E02000253,81.5,388.3651305633798
E02000254,92.9,292.7085828956518
E02000255,78.0,190.4052770170451
E02000256,74.0,373.14595774545404
E02000257,72.39999999999999,368.34460372312657
E02000258,91.2,435.8042976495724
E02000259,91.0,350.4860176105256
E02000260,84.8,317.67266236428515
E02000261,76.9,222.59719681313084
E02000262,77.2,239.56926451479242
E02000263,91.2,504.92057840397297
E02000264,87.7,284.6177030758616
E02000265,82.69999999999999,273.32123683018835
E02000266,83.89999999999999,283.5698192522933
E02000267,91.5,365.4751907432428
E02000268,90.4,199.89293881182755
E02000269,90.7,209.4413019401708
E02000270,74.4,203.80650107272675
E02000271,88.0,327.007414756944
E02000272,96.7,331.2468311284399
E02000274,89.7,516.179992018072
E02000275,85.5,284.61811890909075
E02000276,90.2,360.39591854838676
E02000277,88.8,306.34744979999954
E02000278,81.10000000000001,220.50765238513486
E02000279,76.8,371.67860894444397
E02000280,89.1,383.4034609090902
E02000281,76.7,697.6587185060969
E02000282,73.1,392.6422549455777
E02000283,96.6,538.7700054499998
E02000284,85.1,480.40777771573596
E02000285,97.0,942.7296630952366
E02000286,74.3,530.2567129829056
E02000287,80.4,706.3609089691338
E02000288,82.69999999999999,496.9941142049995
E02000289,97.5,572.1125942281876
E02000290,63.800000000000004,554.194437174193
E02000291,67.4,385.86700602978675
E02000292,98.1,623.8264751006286
E02000293,94.6,329.92559299999954
E02000294,96.1,387.2169911917802
E02000295,75.1,272.53781862921335
E02000296,69.19999999999999,540.8561437552737
E02000297,91.2,241.70149125789447
E02000298,93.30000000000001,360.9848768491614
E02000299,93.2,351.4316315646252
E02000300,89.3,332.0289982300883
E02000301,83.6,557.9546813559318
E02000302,94.3,259.08063662142797
E02000303,84.7,263.6121209290318
E02000304,95.89999999999999,282.67684097916623
E02000305,92.30000000000001,794.3239035460966
E02000306,55.300000000000004,179.94152646354135
E02000307,98.1,248.99253406617603
E02000308,79.5,196.78588678205082
E02000309,83.39999999999999,372.89020496261656
E02000311,91.4,741.8911024666663
E02000312,90.3,567.3510498484842
E02000313,91.8,302.04327144999945
E02000314,86.3,886.5337802659546
E02000315,87.0,290.0246309999997
E02000316,50.1,211.61559090490755
E02000317,65.4,359.261418986577
E02000318,93.8,270.8615367446806
E02000319,83.1,488.51100433557036
E02000320,94.1,188.74334140594007
E02000321,78.9,350.65404428070127
E02000323,77.10000000000001,408.69607400943335
