msoa_code,green_space_pct,park_distance_m
E02000806,91.4,469.27932149166617
E02000807,76.9,225.61736722570487
E02000808,28.799999999999997,234.7900967142853
E02000809,28.799999999999997,249.6176863279566
E02000810,67.2,213.7486822868523
E02000812,57.699999999999996,136.27038369658104
E02000813,56.599999999999994,198.3131995983603
E02000814,63.7,281.33058543252537
E02000815,41.5,100.44281440259726
E02000816,60.3,348.3833698765427
E02000817,68.2,158.80251787199967
E02000818,77.7,166.8381638378371
E02000819,69.6,203.79246027083283
E02000820,56.2,255.16153275362302
E02000821,51.0,145.28192098888834
E02000822,57.699999999999996,138.29286937037006
E02000823,70.6,150.37219947183058
E02000824,61.8,173.10606203980078
E02000825,70.7,282.0495154430374
E02000826,86.5,185.15116313768064
E02000827,60.8,302.241137922374
E02000828,78.9,254.21553951265784
E02000829,80.9,154.0714733987338
E02000830,84.3,209.58981452631517
E02000831,79.80000000000001,380.1352282887697
E02000832,85.1,286.2944783218386
E02000833,64.4,126.46027943965478
E02000834,93.10000000000001,205.45447377551
E02000835,78.0,243.88688451401808
E02000836,94.3,403.6069804651161
E02000837,95.3,243.80262290604
E02000838,78.3,317.1053347631576
E02000839,75.9,501.9378699293474
E02000840,96.39999999999999,317.2234658759687
E02000841,94.39999999999999,362.8142447462681
E02000842,94.39999999999999,629.8945101503757
E02000843,79.7,256.33136244303745
E02000844,95.39999999999999,227.9297296999995
E02000845,89.2,361.6728254304628
E02000846,95.8,335.5428836465513
E02000847,92.9,452.56292031944383
E02000848,95.5,326.3722752149528
E02000849,89.7,238.29593971428542
E02000850,94.5,359.0248843785043
E02000851,56.699999999999996,296.86904816728594
E02000852,94.3,454.37736494444397
E02000853,95.39999999999999,346.07162346715285
E02000854,88.3,324.96130559602625
E02000855,92.7,255.7633934491013
E02000856,88.0,525.2892356069358
E02000857,79.10000000000001,622.7682567772507
E02000858,82.39999999999999,304.0914945986838
E02000859,84.8,600.6322580424238
E02000860,70.7,537.7093430851062
E02000861,95.8,842.2343278030299
E02000863,95.89999999999999,737.2153474383541
E02000864,63.800000000000004,310.18823002643154
E02000865,66.0,234.07618595774605
E02000866,85.0,138.07461870059817
E02000867,74.6,289.4132509650714
E02000868,72.1,164.29231917808178
E02000869,52.5,109.28376700854668
E02000870,81.3,147.2509045849051
E02000871,70.6,258.2009172404366
E02000872,49.3,165.0903548520707
E02000873,61.3,118.95568811111073
E02000874,79.10000000000001,129.05667392846135
E02000875,78.8,154.3225881197911
E02000876,67.9,156.93129545744665
E02000877,68.7,210.63393357534204
E02000878,42.199999999999996,285.23046621755657
E02000879,82.1,171.61097252142818
E02000880,71.6,219.03711217646998
E02000881,70.5,176.42235618333314
E02000882,89.1,156.43089997142783
E02000883,72.89999999999999,159.1394041233761
E02000884,36.1,231.90224986281552
E02000885,63.5,175.95624948091532
E02000886,66.4,175.67778553246723
E02000887,68.2,215.18499394512162
E02000888,52.2,157.77389103977228
E02000889,57.49999999999999,167.3391425735846
E02000890,37.5,153.33021461721583
E02000891,48.199999999999996,272.7341455527152
E02000893,64.4,181.60337872173866
E02000894,62.3,427.5065193918917
E02000895,87.8,299.8686565043474
E02000896,87.9,524.8764542191009
E02000897,91.3,615.6574547746467
E02000898,90.2,814.5856135344825
E02000899,89.60000000000001,406.3589029549548
E02000900,96.0,416.77152119999914
E02000901,90.60000000000001,699.9594317215183
E02000902,88.5,880.7535176470547
E02000903,93.4,435.38314017948665
E02000904,89.2,726.735366043956
E02000905,93.2,249.9719800833331
E02000906,95.1,341.0629633644858
E02000907,48.199999999999996,476.5814879461072
E02000908,80.10000000000001,521.6443941925463
E02000909,85.3,463.0460899999995
E02000910,78.2,405.58892635135106
E02000911,79.10000000000001,489.41213178452995
E02000912,97.0,264.3067566611567
E02000913,93.89999999999999,317.46178323364444
E02000914,75.0,182.51171889864852
E02000915,90.3,546.8897438399998
E02000916,85.3,279.63370943410814
E02000917,92.0,360.03367941414126
E02000918,73.8,258.6382155312499
E02000919,93.89999999999999,252.70940369512132
E02000920,82.3,321.04579182499964
E02000921,87.2,211.02731313103388
E02000922,93.4,205.8874095081962
E02000923,48.3,225.3310232049686
E02000924,47.8,315.316681935279
E02000925,59.0,270.09614834677365
E02000926,48.5,246.49318765550188
E02000927,89.2,387.3482352595412
E02000928,78.60000000000001,349.929899563291
E02000929,69.19999999999999,234.28048758677645
E02000930,66.2,230.57676118947313
E02000931,96.2,320.38041466666624
E02000932,58.3,372.8135629499995
E02000933,86.0,562.9502549073165
E02000934,87.0,374.2086874019133
E02000935,23.1,387.62539050561725
E02000936,66.2,408.9015290663499
E02000937,94.5,278.4041501317825
E02000938,52.0,380.0074948970583
E02000939,92.80000000000001,434.5165183834581
E02000940,55.900000000000006,209.51392293567213
E02000941,93.89999999999999,309.0265187709493
E02000942,91.60000000000001,475.5271172023805
E02000943,79.80000000000001,401.58719237647034
E02000944,63.0,457.4045969444443
E02000945,74.2,220.0506887265619
E02000946,83.0,480.1817769599997
E02000947,94.1,408.86106411805514
E02000948,81.5,316.4669217434206
E02000949,81.89999999999999,402.63732096511586
E02000950,68.10000000000001,571.1373295859868
E02000951,77.0,479.50163720430055
E02000952,89.3,326.4601359850743
E02000953,73.2,259.34259728448217
E02000954,96.7,591.5766522413788
E02000955,93.60000000000001,531.0199417391303
E02000956,80.7,325.2688033364479
E02000957,88.0,566.5553780136984
E02000958,84.5,340.35719515178516
E02000959,87.1,588.6223879411762
E02000960,45.300000000000004,281.98257042452786
E02000961,68.5,503.0448939032253
E02000962,57.49999999999999,369.50280721126717
E02000963,90.60000000000001,203.38922951063773
E02000964,87.5,271.3382244113919
E02000965,87.7,552.1392022950816
E02000966,83.3,419.5143041788078
E02000967,68.30000000000001,182.31081575539545
E02000968,59.5,212.6461234374995
E02000969,35.8,406.4771433032254
E02000970,61.0,255.36662932900356
E02000971,66.0,380.7372538603691
E02000972,38.4,336.07707946133525
E02000973,87.3,578.6153528143707
E02000974,39.800000000000004,309.1202121661231
E02000975,77.60000000000001,413.5411479999996
E02000976,51.6,426.6566446511624
E02000977,39.800000000000004,209.30575298315725
E02000978,70.19999999999999,220.05690784051671
E02000979,46.300000000000004,319.85576351016226
E02000980,48.199999999999996,248.35749090497694
E02000981,89.8,438.81668114406733
E02000982,48.8,260.9215406612242
E02000983,85.2,213.133031853658
E02006782,91.7,336.13718028124936
E02006783,97.8,271.5086371304346
E02006784,88.7,529.8360159663861
E02006785,86.5,197.33294686666645
E02006786,87.8,164.90954815596277
E02006787,93.0,360.48352974074027
E02006788,95.6,217.98709882828243
E02006789,91.9,1226.0458588636357
E02006791,86.3,264.4528179999995
E02006792,82.6,239.2184883930128
E02006793,73.6,402.07309189344227
E02006794,73.2,400.3883994461532
E02006795,92.80000000000001,302.35762876190466
E02006796,87.7,571.2292251212111
E02006798,55.300000000000004,180.6842102967026
E02006799,93.5,313.3208708986486
E02006800,89.5,408.4313625599996
E02006801,27.1,171.0091975807687
E02006802,57.49999999999999,228.91525621491172
E02006836,93.8,661.551796571426
E02006853,21.8,331.5757803513508
E02006854,15.9,267.39496618229106
E02006882,95.19999999999999,722.9293734048774
E02006918,76.8,384.3530252857137
E02006921,60.0,363.3838205656558
E02006924,93.2,279.0650321195648
E02006925,93.89999999999999,331.80679005851016
E02006927,79.80000000000001,225.24103474427412
E02006928,29.7,251.60226902138987
E02006929,75.6,466.4038466332285
E02006930,78.2,491.4274888563531
E02006931,78.3,271.23295034246513
