Gender_Code,Work_Schedule_Code,Age_range_Code,Household_type_code,Life_satisfaction,Isolation_score,Social_support_score,Housing_tenure_group_code,Income_Code,imd_decile,green_space_pct,park_distance_m,crime_rate_per_1000
2,3,8,1,7,2,1,4,3,4,43.9,220.1948865,161.7785752
1,8,4,4,7,2,1,1,1,4,77.6,434.6503004,107.0192611
2,3,10,4,5,2,2,4,0,6,94.9,646.4132979,89.33622132
1,6,1,2,5,1,2,2,0,4,86.1,515.3137583,107.0192611
1,2,4,4,8,2,2,4,3,4,72.3,258.9498126,93.94595065
1,9,5,5,2,2,0,3,0,5,92.4,330.2715122,96.79696038
1,2,5,4,7,0,2,4,4,2,86.5,375.4397862,89.33622132
1,2,5,1,6,2,1,5,0,8,93.9,331.8067901,78.28836493
1,9,6,5,9,0,2,4,4,5,90.1,269.2143678,93.94595065
1,6,3,4,8,2,2,2,1,3,65.5,504.3724199,81.460788
2,2,5,5,4,2,1,1,3,1,70.5,176.4223562,106.554188
1,2,4,2,8,2,2,0,0,10,74.8,402.8867281,71.52628694
1,8,7,4,1,1,2,2,0,5,97.6,618.8234725,73.74327005
1,3,10,2,8,0,2,4,5,6,88.0,566.555378,75.01260027
1,3,8,1,8,2,1,4,3,1,83.6,557.9546814,92.56137265
2,3,5,5,9,2,2,4,1,2,42.2,285.2304662,106.554188
1,6,3,3,6,2,2,2,0,6,60.4,166.2824342,107.0192611
1,2,9,2,6,1,2,5,4,5,87.2,180.0437419,110.3108459
1,2,3,2,8,2,1,0,0,5,78.6,360.3948293,161.7785752
1,2,6,4,7,1,1,5,4,2,82.7,273.3212368,81.460788
1,2,4,5,5,0,2,1,4,2,35.8,406.4771433,372.933205
1,3,7,5,8,2,2,5,4,9,98.1,405.6412353,64.46313682
1,3,1,3,7,2,2,2,1,6,66.1,286.3614256,161.7785752
1,2,6,5,7,0,2,5,5,4,71.8,171.0380714,110.3108459
1,2,2,2,7,2,2,2,1,2,87.2,211.0273131,82.92437534
1,2,3,3,9,1,2,2,2,5,80.1,217.2005439,107.0192611
1,2,3,5,9,1,2,2,1,4,32.8,240.7753592,161.7785752
1,7,6,4,5,2,2,2,1,4,89.5,408.4313626,78.28836493
1,2,4,1,9,0,2,5,5,6,77.0,479.5016372,75.01260027
2,2,5,1,6,1,2,5,4,5,85.3,463.04609,82.92437534
0,7,6,5,5,2,2,1,1,5,78.2,491.4274889,96.79696038
1,2,5,4,5,2,1,2,3,2,70.5,176.4223562,106.554188
1,2,8,6,7,2,2,2,4,4,74.5,716.0455818,87.80214462
1,8,9,1,4,2,0,3,4,5,86.3,419.1373612,110.3108459
1,8,4,4,2,2,1,1,1,4,57.5,167.3391426,106.554188
2,2,5,5,7,0,2,4,5,7,63.9,337.5618841,71.52628694
1,2,9,1,9,1,2,4,4,9,93.9,960.2815972,87.80214462
1,3,2,1,6,2,1,2,2,8,81.9,402.637321,75.01260027
2,3,5,5,8,0,2,2,2,6,90.6,411.985854,110.3108459
2,3,5,2,2,2,2,1,2,3,72.1,164.2923192,106.554188
1,2,5,4,8,1,1,2,0,10,7.2,277.9059045,633.9355852
1,3,4,2,7,0,2,6,4,3,87.0,174.7931458,87.80214462
1,3,8,6,3,2,1,3,2,3,66.1,286.3614256,161.7785752
2,7,4,3,10,1,1,6,0,4,73.8,258.6382155,82.92437534
2,3,5,3,9,0,2,2,0,10,87.8,327.5437447,59.12433069
2,8,7,4,5,2,1,1,1,2,68.2,215.1849939,106.554188
1,2,3,4,9,0,2,2,2,7,71.4,162.400739,113.5974039
1,2,5,1,7,2,2,5,5,6,78.3,185.494974,107.0192611
1,8,7,6,7,1,1,3,2,2,82.7,496.9941142,92.56137265
1,8,4,4,5,2,1,2,2,6,91.6,1192.010409,77.02625332
2,2,3,1,9,2,2,2,5,2,84.7,207.7980538,93.94595065
2,2,5,3,6,2,2,2,5,5,74.5,716.0455818,87.80214462
2,7,9,4,6,2,2,1,1,4,83.0,669.8191652,89.33622132
1,3,6,5,10,0,2,5,5,4,96.0,340.3336151,93.94595065
1,9,5,5,7,0,2,5,5,3,85.6,179.8912897,113.5974039
1,2,5,4,10,2,2,2,3,4,79.7,174.7262071,69.34413948
1,2,4,3,8,1,2,2,3,1,63.2,217.5237737,121.6670744
2,6,2,3,9,0,2,8,1,6,77.0,479.5016372,75.01260027
2,3,10,4,7,1,1,4,2,3,83.5,218.3972109,102.9492058
1,2,3,3,8,2,2,2,5,7,78.3,601.652503,85.64933259
1,2,4,3,5,2,1,2,0,2,86.7,427.6443798,89.33622132
2,2,8,5,8,0,2,5,4,10,88.9,480.6632822,64.46313682
1,3,5,4,7,2,0,2,2,4,78.9,315.2061664,93.94595065
1,2,3,3,8,2,2,2,5,7,74.0,373.1459577,81.460788
1,2,7,5,8,0,1,3,2,4,68.7,210.6339336,106.554188
1,2,4,4,8,1,2,2,4,7,68.1,571.1373296,75.01260027
1,7,5,5,8,0,2,2,2,2,90.5,266.804603,93.94595065
2,3,9,1,6,2,2,2,4,5,92.0,280.7112921,113.5974039
2,7,4,3,7,1,2,0,1,3,79.7,301.3119104,64.7356604
1,2,4,1,7,2,2,2,5,3,70.3,785.8384288,87.80214462
1,2,2,4,6,2,1,1,3,4,56.7,296.8690482,64.10579525
2,2,4,5,7,0,2,5,5,3,78.9,350.6540443,96.79696038
1,2,5,2,5,2,2,3,3,2,80.5,245.2240367,110.3108459
1,2,4,2,8,1,2,4,5,6,79.8,401.5871924,75.01260027
1,2,2,3,7,2,1,2,5,6,73.5,182.4826537,161.7785752
1,2,4,4,6,2,1,2,4,1,56.8,273.105102,93.94595065
1,2,3,5,7,2,1,3,3,2,82.3,321.0457918,82.92437534
1,2,5,5,6,0,1,6,2,5,60.2,434.2260975,64.46313682
1,2,2,3,8,0,2,2,3,6,86.2,126.9061471,127.4397297
2,2,5,1,6,2,2,5,0,8,89.2,385.5256861,89.33622132
1,3,7,1,6,2,2,5,0,6,86.2,126.9061471,127.4397297
1,5,12,1,8,0,2,4,1,9,90.5,292.9031911,73.74327005
2,2,5,1,5,0,1,4,5,4,56.2,255.1615328,112.8953553
1,3,5,5,8,0,1,4,3,7,78.3,271.2329503,96.79696038
2,2,4,1,9,0,2,2,4,4,82.2,341.1166595,89.33622132
1,2,3,1,8,1,2,2,4,7,71.8,554.1735695,161.7785752
1,3,3,2,5,2,2,2,0,2,41.5,100.4428144,112.8953553
1,3,9,2,8,0,2,4,0,6,79.6,312.277743,113.5974039
1,5,9,1,9,0,2,4,5,9,90.1,466.077237,64.46313682
1,2,2,3,7,2,1,2,5,10,94.5,278.4041501,75.01260027
2,2,4,2,5,2,0,6,3,8,78.8,290.839218,161.7785752
1,2,2,2,8,2,1,3,0,6,48.2,272.7341456,106.554188
1,2,5,4,5,2,2,2,4,4,90.5,266.804603,93.94595065
1,9,6,6,6,2,2,4,0,5,62.2,315.4970591,73.74327005
1,5,9,2,5,2,2,5,0,7,95.0,313.6413875,77.02625332
1,4,8,4,7,0,2,1,1,2,91.3,615.6574548,82.92437534
1,2,2,1,8,2,2,4,0,5,15.9,267.3949662,106.554188
1,3,2,5,8,2,2,5,0,2,57.5,228.9152562,112.8953553
1,2,9,1,8,0,2,4,5,9,92.8,887.1732436,77.02625332
1,2,5,6,6,0,2,1,3,2,95.9,228.6146087,96.13295825
2,2,4,1,8,2,2,5,4,7,91.7,315.5258907,87.80214462
1,8,6,4,3,2,0,3,1,1,74.0,624.9784193,144.3589814
2,2,3,4,3,2,2,2,4,4,29.9,320.0387026,121.6670744
3,2,5,2,4,1,2,2,5,2,96.4,317.2234659,64.10579525
1,2,5,5,9,0,1,5,0,10,98.1,405.6412353,64.46313682
2,2,5,4,8,2,2,3,0,5,62.3,427.5065194,106.554188
1,2,6,5,7,0,2,2,3,5,56.7,296.8690482,64.10579525
1,2,3,3,6,2,2,2,0,3,86.4,281.0785545,113.5974039
1,3,8,6,6,2,2,3,1,3,82.1,281.6281132,113.5974039
1,2,3,4,6,2,1,2,3,3,86.0,377.2491965,127.4397297
2,2,5,3,8,0,1,2,5,7,77.5,220.8761869,64.7356604
1,2,3,3,10,1,2,5,5,10,86.1,258.4584566,59.12433069
1,2,8,2,4,0,1,1,4,6,57.7,235.5808183,161.7785752
1,3,6,5,6,1,2,5,5,3,74.6,506.5287373,87.80214462
1,2,6,1,7,2,1,5,5,3,93.4,435.3831402,82.92437534
2,2,5,5,9,2,1,2,4,3,68.7,210.6339336,106.554188
1,2,5,2,9,2,2,5,5,3,55.7,313.6281544,102.9492058
2,2,2,1,7,2,2,2,3,3,80.5,245.2240367,110.3108459
0,7,5,1,10,0,1,2,3,4,93.9,243.2854096,64.7356604
2,6,2,3,7,1,2,8,0,8,90.3,263.6342935,71.52628694
2,2,4,3,5,2,2,2,2,5,76.9,287.6973546,85.64933259
1,3,6,5,8,0,2,0,3,4,93.5,356.7285953,89.33622132
1,2,5,1,9,1,2,5,5,8,74.0,373.1459577,81.460788
1,8,3,1,5,2,2,3,0,4,77.6,281.0933161,69.34413948
1,2,4,3,7,0,2,2,5,2,78.0,249.4424465,93.94595065
1,9,5,1,8,0,1,4,3,3,39.8,309.1202122,372.933205
1,2,8,5,8,0,2,5,5,5,99.2,522.3417809,93.94595065
1,7,6,4,1,2,1,2,1,5,93.2,474.1098868,93.94595065
1,2,7,4,9,2,1,5,2,1,88.0,734.6394368,69.34413948
1,7,5,5,7,2,1,3,1,3,87.8,164.9095482,96.79696038
1,2,3,4,8,0,2,2,3,4,70.2,191.3376607,161.7785752
2,7,4,4,8,0,2,2,0,3,74.0,324.2682332,121.6670744
1,2,7,4,5,2,2,5,5,7,82.7,273.3212368,81.460788
1,2,5,3,4,2,2,2,4,6,32.8,240.7753592,161.7785752
1,9,3,5,8,0,1,2,1,6,76.4,435.2686482,85.64933259
1,2,5,1,7,0,2,4,5,6,83.5,478.9911174,110.3108459
1,2,10,4,8,0,2,3,0,4,86.2,238.4656339,107.0192611
2,8,8,1,8,0,2,1,1,3,80.8,387.3530042,127.4397297
1,3,9,2,6,2,1,4,1,7,90.6,430.1504165,78.28836493
2,12,1,2,8,2,2,0,0,3,88.1,442.0001258,107.0192611
2,9,8,2,5,2,1,4,1,5,65.5,504.3724199,81.460788
1,3,2,1,6,2,1,2,3,3,86.5,375.4397862,89.33622132
1,9,10,2,7,2,2,4,0,10,91.4,469.2793215,59.12433069
1,7,4,3,7,2,2,2,2,9,90.6,411.985854,110.3108459
1,3,8,1,7,2,2,5,5,9,68.1,571.1373296,75.01260027
1,2,5,4,9,2,2,2,5,5,87.8,164.9095482,96.79696038
2,2,8,2,8,2,2,5,5,9,73.2,259.3425973,75.01260027
1,2,4,5,6,0,2,2,4,8,88.0,525.2892356,64.10579525
1,3,4,6,9,2,2,2,1,4,85.8,379.2330971,85.64933259
3,7,2,3,7,1,1,2,2,2,84.9,238.6198735,107.0192611
1,3,7,4,7,2,2,4,4,5,82.7,219.7847208,144.3589814
1,2,4,1,8,0,1,5,4,3,93.6,163.4975662,110.3108459
1,2,3,1,5,2,1,5,4,5,91.4,300.5177254,77.02625332
1,2,6,5,5,2,2,3,2,2,89.0,1600.3586,64.46313682
1,8,6,5,7,1,2,1,2,3,80.5,210.527922,127.4397297
2,7,5,5,10,0,1,4,0,3,88.1,442.0001258,107.0192611
1,8,4,4,4,2,2,2,2,8,62.7,459.6985916,69.34413948
2,8,8,4,4,2,1,1,2,6,85.7,248.8260142,71.52628694
1,3,8,5,8,1,2,5,5,4,68.5,249.6918473,110.3108459
1,2,3,3,8,1,2,2,4,10,87.7,552.1392023,372.933205
1,6,1,2,10,0,2,0,0,4,93.6,531.0199417,75.01260027
1,3,6,6,10,2,1,1,3,2,65.4,359.261419,96.79696038
1,3,5,5,8,0,2,5,5,9,79.9,575.4568208,87.80214462
1,3,4,5,7,2,2,2,3,2,79.1,489.4121318,82.92437534
1,4,11,6,8,2,2,5,0,8,61.0,255.3666293,372.933205
1,2,7,6,5,2,2,2,1,8,85.6,390.6371253,161.7785752
1,2,3,3,9,0,2,2,0,5,77.6,434.6503004,107.0192611
1,4,5,4,8,2,2,5,1,3,73.8,258.6382155,82.92437534
1,5,10,4,10,0,2,4,0,7,71.6,482.4405375,71.52628694
2,2,7,5,8,2,2,2,5,9,73.3,782.5918817,71.52628694
2,2,4,3,7,2,1,2,3,10,79.5,463.3952525,64.7356604
2,2,5,5,4,2,1,2,3,10,71.4,310.6722033,73.10062573
0,6,2,3,8,0,1,8,0,2,81.6,280.3949863,121.6670744
2,2,3,4,10,2,2,2,4,10,96.1,578.1108645,64.7356604
1,3,5,6,8,2,2,3,1,2,76.9,287.6973546,85.64933259
1,3,9,5,6,0,1,5,3,5,90.5,733.0334697,64.46313682
1,2,7,3,5,0,2,2,4,2,80.5,210.527922,127.4397297
1,3,5,2,5,2,1,2,1,8,78.6,415.670398,71.52628694
2,2,9,6,5,2,1,2,3,7,86.5,654.3968882,85.64933259
1,2,4,1,8,0,2,2,4,2,82.7,273.3212368,81.460788
1,2,4,3,8,2,2,3,3,4,38.4,336.0770795,372.933205
1,2,6,5,6,0,2,5,4,5,97.6,618.8234725,73.74327005
1,8,2,2,5,2,2,6,0,3,83.1,478.3343071,93.94595065
2,2,9,5,5,0,2,4,2,8,89.2,361.6728254,64.10579525
1,8,4,1,1,2,1,6,1,3,81.1,261.2882823,93.94595065
2,9,5,1,7,1,2,2,4,3,84.4,616.0567504,77.02625332
1,3,5,6,6,2,2,1,1,2,76.4,187.7302181,113.5974039
1,9,6,6,7,2,2,3,0,5,87.6,344.0926939,144.3589814
2,2,4,5,8,0,2,2,5,3,47.0,358.4976159,87.80214462
1,2,2,1,6,2,1,2,3,7,70.4,204.7044497,161.7785752
1,2,4,1,7,1,1,4,5,4,89.5,243.8631174,64.7356604
1,6,2,2,7,2,2,1,0,2,80.1,217.2005439,107.0192611
1,2,4,2,7,1,2,6,2,3,74.2,421.5310456,89.33622132
2,2,3,3,5,2,1,2,3,7,72.8,192.1284982,127.4397297
2,2,5,2,7,1,1,2,5,8,82.3,275.570667,144.3589814
1,8,2,3,4,2,1,2,2,2,70.6,258.2009172,106.554188
1,7,11,4,3,1,1,1,1,2,79.9,260.8400465,161.7785752
1,6,5,1,3,2,0,2,2,5,96.4,221.5735411,89.33622132
1,2,4,5,8,0,1,5,5,3,56.6,198.3131996,112.8953553
1,2,6,2,8,0,2,4,3,4,83.1,478.3343071,93.94595065
1,2,5,5,8,0,2,2,4,5,85.9,231.8763801,71.52628694
1,2,5,1,8,2,2,5,4,3,85.1,286.2944783,112.8953553
1,2,3,4,7,1,2,2,5,8,62.7,459.6985916,69.34413948
2,2,3,3,7,1,1,2,5,8,87.6,374.2222558,161.7785752
1,2,6,5,8,2,2,5,0,7,78.0,190.405277,81.460788
1,7,7,1,8,0,2,2,5,4,86.1,515.3137583,107.0192611
2,5,11,1,6,2,2,4,4,6,74.3,530.256713,92.56137265
1,7,4,4,1,2,2,2,0,4,92.8,298.0391837,110.3108459
1,3,3,3,10,0,1,2,0,2,72.9,159.1394041,106.554188
2,2,3,1,9,0,2,2,3,7,92.0,360.0336794,82.92437534
2,6,2,3,8,1,1,2,0,2,92.4,244.8868506,113.5974039
1,9,6,5,8,1,2,2,0,5,76.9,287.6973546,85.64933259
1,7,5,6,3,2,1,7,1,1,74.4,203.8065011,81.460788
1,3,7,1,4,2,2,2,1,7,74.4,195.0558595,113.5974039
1,2,6,5,8,2,2,5,5,6,89.5,243.8631174,64.7356604
1,2,6,5,4,0,2,2,4,3,87.7,477.3882784,89.33622132
2,2,5,4,6,2,2,3,3,6,85.6,390.6371253,161.7785752
1,9,5,5,8,2,2,5,5,9,90.3,388.9405611,161.7785752
1,2,3,3,8,2,2,2,5,4,95.1,183.4360178,102.9492058
1,2,4,1,6,1,2,5,5,4,74.6,289.413251,106.554188
0,6,2,4,8,0,2,8,0,3,68.7,210.6339336,106.554188
1,2,3,2,7,1,2,3,4,3,81.3,147.2509046,106.554188
1,3,3,4,8,2,1,2,1,9,95.3,914.4962356,73.10062573
2,3,5,3,8,0,2,0,0,9,94.1,408.8610641,75.01260027
2,3,11,1,9,0,2,4,4,4,94.7,594.9427249,102.9492058
1,2,6,4,7,2,2,2,3,2,84.9,238.6198735,107.0192611
1,7,7,6,6,1,0,2,1,2,72.8,285.7571366,87.80214462
2,5,12,2,9,0,2,4,3,7,71.4,310.6722033,73.10062573
1,3,8,4,8,2,2,5,2,7,77.2,213.1441026,71.52628694
1,3,4,5,5,2,2,2,2,8,61.0,255.3666293,372.933205
3,2,3,3,8,2,2,2,0,4,79.8,295.7323768,110.3108459
1,9,7,5,7,2,2,5,0,3,79.8,380.1352283,112.8953553
1,2,8,2,8,2,1,5,4,5,86.3,310.0244114,89.33622132
2,2,5,4,9,0,2,2,5,4,87.7,552.1392023,372.933205
2,8,7,4,3,2,2,3,1,4,19.8,312.8679601,127.4397297
1,3,8,2,10,0,2,4,0,6,94.2,287.7984998,78.28836493
2,2,3,3,8,2,2,2,3,4,95.1,341.0629634,82.92437534
2,2,5,5,8,0,2,2,2,3,76.8,371.6786089,92.56137265
1,3,4,5,10,0,1,5,5,6,94.3,432.6012683,93.94595065
1,2,5,4,10,0,1,2,3,8,89.8,438.8166811,372.933205
1,7,5,4,7,2,2,1,1,3,78.6,360.3948293,161.7785752
1,3,4,5,7,2,2,4,3,4,76.9,317.4000186,85.64933259
1,2,4,4,7,2,1,5,4,3,70.3,785.8384288,87.80214462
1,8,7,5,8,2,2,5,5,8,83.7,547.2337033,64.7356604
1,7,9,6,5,2,2,4,1,5,85.9,231.8763801,71.52628694
1,9,8,6,5,2,1,1,3,6,88.1,442.0001258,107.0192611
1,3,5,6,8,2,2,3,1,6,86.2,126.9061471,127.4397297
1,8,8,1,5,2,1,2,0,7,86.5,951.9884099,61.22939836
2,2,4,1,6,1,1,2,0,7,42.2,285.2304662,106.554188
1,3,9,1,9,0,2,4,5,10,92.0,530.5849748,64.7356604
1,5,10,2,7,2,2,4,2,6,96.0,416.7715212,82.92437534
1,2,4,4,7,2,2,2,3,5,86.0,562.9502549,75.01260027
2,3,3,3,5,2,2,2,3,5,83.0,480.181777,75.01260027
2,2,2,3,8,2,1,2,2,3,87.6,224.5906916,121.6670744
1,9,3,5,5,2,2,6,0,4,70.4,204.7044497,161.7785752
1,7,3,6,7,2,1,1,1,3,23.1,387.6253905,75.01260027
1,3,6,5,8,1,2,2,4,8,94.3,279.5283645,59.12433069
1,3,8,5,9,0,2,4,0,9,96.6,454.2983688,71.52628694
1,3,7,4,7,2,2,2,2,2,70.1,166.2330792,89.33622132
2,2,4,1,8,0,2,2,3,1,82.7,451.5522029,89.33622132
1,2,3,4,7,2,2,8,1,4,38.4,336.0770795,372.933205
2,2,7,3,8,2,2,4,5,4,79.7,301.3119104,64.7356604
1,2,5,5,10,0,2,2,4,7,91.3,432.1362784,87.80214462
1,2,3,1,9,0,2,2,5,7,93.9,309.0265188,75.01260027
1,2,5,5,8,1,2,2,4,8,81.9,402.637321,75.01260027
1,8,7,6,4,2,2,3,2,2,95.1,341.0629634,82.92437534
1,2,4,1,8,0,1,2,5,3,79.5,398.7856089,102.9492058
2,2,6,3,9,1,1,2,5,10,92.8,434.5165184,75.01260027
2,2,5,5,2,2,2,5,3,7,94.3,454.3773649,64.10579525
2,2,3,2,7,2,2,5,0,5,90.2,273.9067414,93.94595065
1,2,3,4,3,2,1,6,2,4,81.9,205.509999,81.460788
1,2,4,1,8,2,2,2,5,3,68.7,210.6339336,106.554188
2,8,5,1,10,2,2,2,1,2,87.7,477.3882784,89.33622132
1,3,9,4,5,2,2,4,1,6,83.3,635.1064868,87.80214462
1,2,5,5,8,1,2,5,5,10,96.1,578.1108645,64.7356604
1,3,4,5,8,1,2,2,2,2,55.3,180.6842103,93.94595065
1,3,6,5,2,2,1,2,3,10,71.4,310.6722033,73.10062573
1,5,11,2,7,2,1,4,0,7,94.7,1148.033598,73.10062573
1,3,5,5,10,1,2,2,4,2,65.9,281.6429255,81.460788
1,6,3,2,5,2,1,3,0,5,40.1,248.0655072,107.0192611
1,7,6,5,10,0,2,3,0,4,87.0,251.5855131,85.64933259
1,2,4,6,5,2,1,1,4,3,78.3,185.494974,107.0192611
2,5,13,5,8,0,2,4,2,9,96.6,454.2983688,71.52628694
1,2,3,3,8,2,2,2,0,5,52.2,157.773891,106.554188
1,2,9,1,8,0,2,4,3,6,89.2,954.7675668,77.02625332
1,5,11,2,9,1,2,4,3,6,79.0,376.6616313,85.64933259
1,9,3,5,8,1,2,2,0,5,71.6,482.4405375,71.52628694
1,4,9,2,7,2,2,4,2,6,78.6,415.670398,71.52628694
1,3,4,4,7,1,2,3,3,3,91.8,239.2899842,107.0192611
1,2,5,1,9,0,2,4,5,6,78.8,290.839218,161.7785752
1,2,3,2,5,0,2,4,5,5,85.1,480.4077777,92.56137265
1,4,8,2,7,2,1,5,0,8,87.6,296.2050552,69.34413948
0,2,4,1,9,0,2,5,4,9,92.9,452.5629203,64.10579525
1,7,6,6,5,1,1,3,2,7,62.3,427.5065194,106.554188
2,2,6,5,7,2,2,5,5,9,92.4,846.0747864,61.22939836
1,2,6,4,7,2,1,0,3,2,55.3,180.6842103,93.94595065
1,2,3,3,8,1,2,2,3,8,79.5,463.3952525,64.7356604
1,3,4,3,8,1,1,2,2,3,83.3,313.4991137,161.7785752
1,2,6,5,8,1,2,5,5,10,95.6,422.6251898,69.34413948
2,6,1,4,2,2,0,3,1,2,73.2,400.3883994,110.3108459
1,2,5,4,8,1,2,5,5,2,84.5,237.3933704,107.0192611
1,3,4,1,6,2,0,8,1,5,71.9,304.440093,71.52628694
2,2,8,1,7,0,2,5,5,2,78.5,258.8066748,127.4397297
2,2,3,2,8,2,2,1,4,2,29.9,320.0387026,121.6670744
1,2,4,5,8,2,2,5,5,5,89.2,340.7671215,107.0192611
1,2,4,1,7,1,2,2,5,4,86.9,387.9169126,78.28836493
1,7,5,3,8,1,1,7,0,3,87.2,211.0273131,82.92437534
3,3,5,6,3,2,1,4,1,8,46.3,319.8557635,372.933205
1,2,6,6,7,0,2,2,5,2,62.5,228.9779782,127.4397297
1,2,4,4,6,2,2,5,3,10,93.8,661.5517966,64.10579525
1,2,8,5,6,2,2,5,0,3,61.1,154.7604152,127.4397297
1,2,6,4,8,0,1,5,3,7,79.8,401.5871924,75.01260027
1,2,7,5,3,2,1,5,3,4,87.3,267.9158085,107.0192611
1,3,5,4,6,2,2,2,2,5,76.9,222.5971968,81.460788
1,7,7,6,8,2,2,1,0,2,76.4,187.7302181,113.5974039
1,2,7,2,5,2,2,5,0,2,80.7,325.2688033,75.01260027
1,2,4,1,7,0,1,2,5,2,77.7,166.8381638,112.8953553
1,9,4,5,7,2,2,2,2,4,84.9,285.5502166,81.460788
1,9,4,6,7,1,2,3,2,4,52.0,380.0074949,75.01260027
1,7,5,5,8,1,1,5,0,5,92.4,244.8868506,113.5974039
2,2,5,1,8,0,2,5,5,3,68.6,176.2686073,121.6670744
2,2,5,4,2,2,0,2,3,7,61.0,255.3666293,372.933205
2,7,4,4,4,2,1,1,1,2,78.5,258.8066748,127.4397297
1,3,3,3,5,2,2,2,1,2,42.2,285.2304662,106.554188
2,2,4,4,8,1,2,2,3,3,68.9,334.0730551,113.5974039
1,7,7,2,7,1,2,1,0,4,84.9,862.4856547,61.22939836
2,2,5,5,9,0,2,2,1,6,87.0,374.2086874,75.01260027
1,2,4,1,3,2,1,2,5,6,57.7,235.5808183,161.7785752
1,2,7,6,8,2,1,5,4,6,94.4,584.957566,73.74327005
1,2,5,2,8,1,2,5,0,5,67.4,385.867006,92.56137265
1,2,3,1,8,1,2,2,5,6,83.5,478.9911174,110.3108459
3,2,4,4,7,2,2,5,4,3,85.9,387.7488934,96.79696038
1,2,4,1,8,0,2,2,4,9,62.3,427.5065194,106.554188
1,5,10,1,4,2,2,4,0,10,74.0,379.057815,73.74327005
1,2,6,5,9,0,2,5,3,3,77.6,281.0933161,69.34413948
1,2,4,1,9,0,1,2,5,6,48.3,225.3310232,75.01260027
1,9,4,5,9,2,2,5,5,7,64.4,181.6033787,106.554188
1,2,6,6,4,2,2,5,3,4,56.7,296.8690482,64.10579525
1,3,3,4,5,2,2,2,1,3,93.9,509.8237795,93.94595065
1,3,2,3,6,2,2,2,2,4,71.6,219.0371122,106.554188
2,8,6,4,7,0,2,3,1,3,74.2,421.5310456,89.33622132
1,2,4,1,8,2,2,2,3,5,81.1,261.2882823,93.94595065
1,2,3,1,7,2,2,4,4,2,71.8,213.9008596,107.0192611
1,2,2,2,6,2,2,6,0,9,94.5,278.4041501,75.01260027
2,3,5,4,7,2,1,5,2,3,76.1,415.0243172,127.4397297
1,9,5,2,8,0,2,3,0,1,58.2,130.6531827,110.3108459
1,6,3,2,2,2,2,2,1,6,80.5,245.2240367,110.3108459
1,2,4,2,7,2,2,0,3,2,89.0,208.8943907,69.34413948
1,2,4,1,7,0,2,2,4,8,68.6,302.4887865,102.9492058
2,5,7,4,7,2,1,3,3,5,86.7,253.1848485,127.4397297
1,6,2,1,7,1,1,2,1,6,74.4,195.0558595,113.5974039
2,2,7,1,6,2,2,5,0,9,87.3,320.5135889,71.52628694
2,2,3,1,8,2,2,2,5,3,48.9,176.6483453,121.6670744
1,2,3,1,5,1,1,2,5,6,82.8,372.6382826,85.64933259
1,9,5,2,6,2,2,5,1,5,91.4,741.8911025,92.56137265
1,2,8,4,7,2,2,4,4,3,65.8,465.2893145,64.46313682
1,2,3,3,7,2,2,2,3,5,28.8,249.6176863,112.8953553
1,2,3,2,5,2,1,2,0,4,87.2,186.6749724,96.79696038
2,2,4,1,7,0,2,5,5,5,84.9,862.4856547,61.22939836
1,3,5,5,7,0,2,0,3,5,89.5,408.4313626,78.28836493
1,2,6,1,8,0,2,5,5,7,92.4,330.2715122,96.79696038
1,2,5,1,6,2,1,5,0,5,80.9,359.0418989,93.94595065
1,2,3,1,7,2,2,5,4,2,94.7,199.5284734,93.94595065
1,3,9,2,8,0,2,5,4,7,95.3,243.8026229,112.8953553
2,2,6,4,7,2,1,2,5,3,82.2,572.6834211,71.52628694
2,2,10,1,9,0,2,4,0,10,79.5,463.3952525,64.7356604
2,2,5,1,3,2,2,2,2,4,93.2,249.9719801,82.92437534
1,3,3,4,6,2,1,2,1,2,47.0,358.4976159,87.80214462
2,2,7,2,3,2,1,2,3,3,49.3,165.0903549,106.554188
1,2,9,2,6,2,1,5,3,2,95.8,315.7678125,96.13295825
1,7,6,5,7,2,1,2,1,7,77.6,413.541148,372.933205
1,9,9,2,8,0,1,4,0,9,95.9,282.676841,92.56137265
1,6,2,3,5,2,2,6,1,4,84.9,862.4856547,61.22939836
1,2,6,5,5,2,2,5,5,7,91.7,315.5258907,87.80214462
1,2,9,3,7,0,2,4,2,4,94.9,587.1728851,93.94595065
1,7,4,6,6,2,2,2,3,6,77.3,242.9118031,61.22939836
2,3,1,2,7,0,2,3,2,2,63.8,310.18823,106.554188
1,7,6,6,4,2,1,1,1,3,80.9,154.0714734,112.8953553
1,3,5,1,7,2,1,5,2,7,92.8,887.1732436,77.02625332
1,3,8,1,10,0,2,4,0,10,93.8,661.5517966,64.10579525
1,2,3,3,8,2,2,2,4,3,87.6,224.5906916,121.6670744
1,3,3,3,8,2,2,2,3,2,64.5,269.8912839,121.6670744
1,7,4,5,5,2,2,2,2,5,75.6,660.2063295,89.33622132
1,3,3,1,4,2,1,2,2,3,78.8,154.3225881,106.554188
1,4,9,1,6,2,1,5,5,3,78.2,405.5889264,82.92437534
1,2,6,3,5,2,2,2,2,2,91.0,269.7703135,127.4397297
1,6,4,5,5,2,2,3,2,2,20.8,191.5685459,161.7785752
1,9,7,5,7,2,2,4,0,8,95.8,335.5428836,64.10579525
